id_lower,year,radio,population,users,attractiveness,cells_to_build
-100.81948740532826_24.057589406269315,NA,NA,20,5,0.0,0
-100.7296558769163_24.385282141599326,NA,NA,21,5,0.0,0
-100.7296558769163_24.46707325258056,NA,NA,8,2,0.0,0
-100.63982434850435_24.385282141599326,NA,NA,27,6,0.0,0
-100.46016129168045_24.30343806840572,NA,NA,18,4,0.0,0
-100.3703297632685_24.54881126905396,NA,NA,22,5,0.0,0
-100.28049823485654_24.30343806840572,NA,NA,36,9,0.0,0
-100.1906667064446_24.139591567151705,NA,NA,12,3,0.0,0
-100.10083517803264_24.46707325258056,NA,NA,29,7,0.0,0
-100.7296558769163_24.793705436249,NA,NA,19,4,0.0,0
-100.63982434850435_24.712127491887145,NA,NA,17,4,0.0,0
-100.63982434850435_24.793705436249,NA,NA,34,8,0.0,0
-100.5499928200924_24.793705436249,NA,NA,22,5,0.0,0
-100.46016129168045_24.712127491887145,NA,NA,12,3,0.0,0
-100.46016129168045_24.793705436249,NA,NA,15,3,0.0,0
-100.9093189337402_25.687495726925793,NA,NA,29,7,0.0,0
-100.9093189337402_25.76842180371728,NA,NA,24,6,0.0,0
-100.9093189337402_26.091573474384994,NA,NA,13,3,0.0,0
-100.9093189337402_26.172222619697713,NA,NA,15,3,0.0,0
-100.9093189337402_26.252816012613508,NA,NA,5,1,0.0,0
-100.81948740532826_25.76842180371728,NA,NA,38,9,0.0,0
-100.81948740532826_26.091573474384994,NA,NA,6,1,0.0,0
-100.81948740532826_26.172222619697713,NA,NA,21,5,0.0,0
-100.81948740532826_26.252816012613508,NA,NA,0,0,0.0,0
-100.7296558769163_25.525478648254804,NA,NA,19,4,0.0,0
-100.7296558769163_26.01086869800926,NA,NA,17,4,0.0,0
-100.7296558769163_26.091573474384994,NA,NA,23,5,0.0,0
-100.63982434850435_25.606514633611518,NA,NA,1,0,0.0,0
-100.5499928200924_25.525478648254804,NA,NA,26,6,0.0,0
-100.46016129168045_26.252816012613508,NA,NA,8,2,0.0,0
-100.1906667064446_26.252816012613508,NA,NA,4,1,0.0,0
-100.9093189337402_26.494260471520562,NA,NA,2,0,0.0,0
-100.9093189337402_26.574629652018167,NA,NA,5,1,0.0,0
-100.9093189337402_26.65494248133258,NA,NA,1,0,0.0,0
-100.9093189337402_26.895541683016987,NA,NA,0,0,0.0,0
-100.9093189337402_26.975627931071763,NA,NA,0,0,0.0,0
-100.9093189337402_27.055657242313234,NA,NA,0,0,0.0,0
-100.81948740532826_26.413835058545235,NA,NA,1,0,0.0,0
-100.81948740532826_26.494260471520562,NA,NA,5,1,0.0,0
-100.81948740532826_26.574629652018167,NA,NA,0,0,0.0,0
-100.81948740532826_26.65494248133258,NA,NA,0,0,0.0,0
-100.81948740532826_26.895541683016987,NA,NA,0,0,0.0,0
-100.81948740532826_26.975627931071763,NA,NA,0,0,0.0,0
-100.81948740532826_27.055657242313234,NA,NA,0,0,0.0,0
-100.7296558769163_26.413835058545235,NA,NA,1,0,0.0,0
-100.7296558769163_26.494260471520562,NA,NA,0,0,0.0,0
-100.7296558769163_26.574629652018167,NA,NA,0,0,0.0,0
-100.7296558769163_26.65494248133258,NA,NA,0,0,0.0,0
-100.7296558769163_26.895541683016987,NA,NA,0,0,0.0,0
-100.7296558769163_26.975627931071763,NA,NA,1,0,0.0,0
-100.7296558769163_27.055657242313234,NA,NA,8,2,0.0,0
-100.63982434850435_26.333353532323734,NA,NA,5,1,0.0,0
-100.63982434850435_26.413835058545235,NA,NA,1,0,0.0,0
-100.63982434850435_26.65494248133258,NA,NA,0,0,0.0,0
-100.63982434850435_26.735198841284596,NA,NA,4,1,0.0,0
-100.63982434850435_26.895541683016987,NA,NA,26,6,0.0,0
-100.63982434850435_26.975627931071763,NA,NA,0,0,0.0,0
-100.63982434850435_27.055657242313234,NA,NA,1,0,0.0,0
-100.5499928200924_26.333353532323734,NA,NA,7,1,0.0,0
-100.5499928200924_26.413835058545235,NA,NA,5,1,0.0,0
-100.5499928200924_26.65494248133258,NA,NA,5,1,0.0,0
-100.5499928200924_26.735198841284596,NA,NA,8,2,0.0,0
-100.5499928200924_26.895541683016987,NA,NA,22,5,0.0,0
-100.46016129168045_26.333353532323734,NA,NA,7,1,0.0,0
-100.3703297632685_26.574629652018167,NA,NA,2,0,0.0,0
-100.3703297632685_26.65494248133258,NA,NA,8,2,0.0,0
-100.3703297632685_26.735198841284596,NA,NA,4,1,0.0,0
-100.3703297632685_26.815398614221458,NA,NA,0,0,0.0,0
-100.3703297632685_26.895541683016987,NA,NA,1,0,0.0,0
-100.3703297632685_26.975627931071763,NA,NA,0,0,0.0,0
-100.28049823485654_26.333353532323734,NA,NA,2,0,0.0,0
-100.28049823485654_26.413835058545235,NA,NA,9,2,0.0,0
-100.28049823485654_26.574629652018167,NA,NA,1,0,0.0,0
-100.28049823485654_26.65494248133258,NA,NA,1,0,0.0,0
-100.28049823485654_26.735198841284596,NA,NA,0,0,0.0,0
-100.1906667064446_26.333353532323734,NA,NA,1,0,0.0,0
-100.1906667064446_26.895541683016987,NA,NA,0,0,0.0,0
-100.1906667064446_26.975627931071763,NA,NA,0,0,0.0,0
-100.1906667064446_27.055657242313234,NA,NA,0,0,0.0,0
-100.10083517803264_26.65494248133258,NA,NA,0,0,0.0,0
-100.10083517803264_26.735198841284596,NA,NA,2,0,0.0,0
-100.10083517803264_26.975627931071763,NA,NA,8,2,0.0,0
-100.10083517803264_27.055657242313234,NA,NA,3,0,0.0,0
-100.9093189337402_27.13562950119585,NA,NA,0,0,0.0,0
-100.9093189337402_27.215544592701203,NA,NA,1,0,0.0,0
-100.9093189337402_27.61425855083609,NA,NA,0,0,0.0,0
-100.9093189337402_27.85279367098089,NA,NA,0,0,0.0,0
-100.81948740532826_27.13562950119585,NA,NA,1,0,0.0,0
-100.81948740532826_27.215544592701203,NA,NA,1,0,0.0,0
-100.81948740532826_27.295402402338105,NA,NA,1,0,0.0,0
-100.81948740532826_27.61425855083609,NA,NA,0,0,0.0,0
-100.81948740532826_27.773339995870302,NA,NA,2,0,0.0,0
-100.81948740532826_27.85279367098089,NA,NA,0,0,0.0,0
-100.7296558769163_27.13562950119585,NA,NA,15,3,0.0,0
-100.7296558769163_27.215544592701203,NA,NA,2,0,0.0,0
-100.7296558769163_27.295402402338105,NA,NA,1,0,0.0,0
-100.7296558769163_27.45494572067861,NA,NA,3,0,0.0,0
-100.7296558769163_27.773339995870302,NA,NA,0,0,0.0,0
-100.7296558769163_27.85279367098089,NA,NA,0,0,0.0,0
-100.63982434850435_27.13562950119585,NA,NA,1,0,0.0,0
-100.63982434850435_27.215544592701203,NA,NA,2,0,0.0,0
-100.63982434850435_27.45494572067861,NA,NA,0,0,0.0,0
-100.63982434850435_27.69382825222259,NA,NA,0,0,0.0,0
-100.63982434850435_27.773339995870302,NA,NA,6,1,0.0,0
-100.63982434850435_27.85279367098089,NA,NA,3,0,0.0,0
-100.5499928200924_27.13562950119585,NA,NA,0,0,0.0,0
-100.5499928200924_27.215544592701203,NA,NA,0,0,0.0,0
-100.5499928200924_27.375202816142718,NA,NA,1,0,0.0,0
-100.5499928200924_27.61425855083609,NA,NA,1,0,0.0,0
-100.5499928200924_27.773339995870302,NA,NA,1,0,0.0,0
-100.5499928200924_27.85279367098089,NA,NA,3,0,0.0,0
-100.46016129168045_27.215544592701203,NA,NA,2,0,0.0,0
-100.46016129168045_27.375202816142718,NA,NA,6,1,0.0,0
-100.46016129168045_27.53463100303685,NA,NA,2,0,0.0,0
-100.46016129168045_27.773339995870302,NA,NA,1,0,0.0,0
-100.46016129168045_27.85279367098089,NA,NA,1,0,0.0,0
-100.3703297632685_27.53463100303685,NA,NA,1,0,0.0,0
-100.3703297632685_27.69382825222259,NA,NA,0,0,0.0,0
-100.3703297632685_27.773339995870302,NA,NA,0,0,0.0,0
-100.3703297632685_27.85279367098089,NA,NA,1,0,0.0,0
-100.28049823485654_27.375202816142718,NA,NA,11,2,0.0,0
-100.28049823485654_27.45494572067861,NA,NA,1,0,0.0,0
-100.28049823485654_27.53463100303685,NA,NA,6,1,0.0,0
-100.28049823485654_27.69382825222259,NA,NA,1,0,0.0,0
-100.28049823485654_27.773339995870302,NA,NA,12,3,0.0,0
-100.28049823485654_27.85279367098089,NA,NA,1,0,0.0,0
-100.1906667064446_27.13562950119585,NA,NA,4,1,0.0,0
-100.1906667064446_27.375202816142718,NA,NA,2,0,0.0,0
-100.1906667064446_27.45494572067861,NA,NA,0,0,0.0,0
-100.1906667064446_27.53463100303685,NA,NA,2,0,0.0,0
-100.1906667064446_27.69382825222259,NA,NA,13,3,0.0,0
-100.1906667064446_27.773339995870302,NA,NA,7,1,0.0,0
-100.1906667064446_27.85279367098089,NA,NA,2,0,0.0,0
-100.10083517803264_27.375202816142718,NA,NA,1,0,0.0,0
-100.10083517803264_27.45494572067861,NA,NA,0,0,0.0,0
-100.10083517803264_27.69382825222259,NA,NA,4,1,0.0,0
-100.10083517803264_27.773339995870302,NA,NA,2,0,0.0,0
-100.10083517803264_27.85279367098089,NA,NA,9,2,0.0,0
-100.9093189337402_27.93218916728376,NA,NA,0,0,0.0,0
-100.9093189337402_28.01152637503609,NA,NA,0,0,0.0,0
-100.9093189337402_28.090805185022827,NA,NA,1,0,0.0,0
-100.9093189337402_28.170025488556703,NA,NA,16,4,0.0,0
-100.81948740532826_27.93218916728376,NA,NA,2,0,0.0,0
-100.81948740532826_28.01152637503609,NA,NA,0,0,0.0,0
-100.81948740532826_28.090805185022827,NA,NA,0,0,0.0,0
-100.81948740532826_28.170025488556703,NA,NA,11,2,0.0,0
-100.81948740532826_28.486319482889648,NA,NA,10,2,0.0,0
-100.81948740532826_28.565245642321226,NA,NA,24,6,0.0,0
-100.81948740532826_28.644112654258493,NA,NA,20,5,0.0,0
-100.7296558769163_27.93218916728376,NA,NA,1,0,0.0,0
-100.7296558769163_28.01152637503609,NA,NA,0,0,0.0,0
-100.7296558769163_28.090805185022827,NA,NA,5,1,0.0,0
-100.63982434850435_27.93218916728376,NA,NA,5,1,0.0,0
-100.63982434850435_28.01152637503609,NA,NA,1,0,0.0,0
-100.63982434850435_28.090805185022827,NA,NA,22,5,0.0,0
-100.63982434850435_28.328290144155623,NA,NA,9,2,0.0,0
-100.63982434850435_28.486319482889648,NA,NA,12,3,0.0,0
-100.5499928200924_27.93218916728376,NA,NA,13,3,0.0,0
-100.5499928200924_28.01152637503609,NA,NA,7,1,0.0,0
-100.5499928200924_28.328290144155623,NA,NA,3,0,0.0,0
-100.5499928200924_28.407334281484882,NA,NA,16,4,0.0,0
-100.5499928200924_28.486319482889648,NA,NA,2,0,0.0,0
-100.46016129168045_27.93218916728376,NA,NA,13,3,0.0,0
-100.46016129168045_28.01152637503609,NA,NA,2,0,0.0,0
-100.46016129168045_28.090805185022827,NA,NA,3,0,0.0,0
-100.46016129168045_28.170025488556703,NA,NA,4,1,0.0,0
-100.46016129168045_28.328290144155623,NA,NA,7,1,0.0,0
-100.46016129168045_28.644112654258493,NA,NA,6,1,0.0,0
-100.3703297632685_27.93218916728376,NA,NA,4,1,0.0,0
-100.3703297632685_28.01152637503609,NA,NA,7,1,0.0,0
-100.3703297632685_28.090805185022827,NA,NA,3,0,0.0,0
-100.3703297632685_28.170025488556703,NA,NA,38,9,0.0,0
-100.28049823485654_27.93218916728376,NA,NA,4,1,0.0,0
-100.28049823485654_28.01152637503609,NA,NA,12,3,0.0,0
-100.28049823485654_28.090805185022827,NA,NA,4,1,0.0,0
-100.28049823485654_28.328290144155623,NA,NA,1,0,0.0,0
-100.1906667064446_27.93218916728376,NA,NA,1,0,0.0,0
-100.1906667064446_28.01152637503609,NA,NA,2,0,0.0,0
-100.10083517803264_27.93218916728376,NA,NA,14,3,0.0,0
-100.10083517803264_28.170025488556703,NA,NA,3,0,0.0,0
-100.81948740532826_28.801668816203076,NA,NA,1,0,0.0,0
-100.81948740532826_28.88035775780543,NA,NA,4,1,0.0,0
-100.7296558769163_28.801668816203076,NA,NA,0,0,0.0,0
-100.7296558769163_28.88035775780543,NA,NA,3,0,0.0,0
-101.62797116103582_18.109995853199123,NA,NA,39,9,0.0,0
-101.44830810421192_18.280675179591228,NA,NA,27,6,0.0,0
-101.80763421785971_21.65728227791886,NA,NA,2,0,0.0,0
-101.71780268944778_21.40659520719035,NA,NA,41,10,0.0,0
-101.71780268944778_21.65728227791886,NA,NA,16,4,0.0,0
-101.62797116103582_21.490205623732116,NA,NA,24,6,0.0,0
-101.80763421785971_22.986839990812282,NA,NA,11,2,0.0,0
-101.62797116103582_22.986839990812282,NA,NA,32,8,0.0,0
-101.53813963262388_22.904116301036076,NA,NA,14,3,0.0,0
-101.53813963262388_22.986839990812282,NA,NA,7,1,0.0,0
-101.44830810421192_22.904116301036076,NA,NA,12,3,0.0,0
-101.44830810421192_22.986839990812282,NA,NA,22,5,0.0,0
-101.35847657579998_22.821342118418087,NA,NA,7,1,0.0,0
-101.80763421785971_23.234706690272183,NA,NA,20,5,0.0,0
-101.80763421785971_23.399696111112384,NA,NA,20,5,0.0,0
-101.80763421785971_23.48211388939773,NA,NA,41,10,0.0,0
-101.71780268944778_23.564480194787976,NA,NA,25,6,0.0,0
-101.62797116103582_23.152135326203435,NA,NA,15,3,0.0,0
-101.62797116103582_23.234706690272183,NA,NA,22,5,0.0,0
-101.53813963262388_23.234706690272183,NA,NA,15,3,0.0,0
-101.53813963262388_23.64679488931916,NA,NA,17,4,0.0,0
-101.53813963262388_23.729057835540004,NA,NA,16,4,0.0,0
-101.44830810421192_23.069513046210616,NA,NA,5,1,0.0,0
-101.44830810421192_23.152135326203435,NA,NA,15,3,0.0,0
-101.44830810421192_23.234706690272183,NA,NA,2,0,0.0,0
-101.44830810421192_23.48211388939773,NA,NA,7,1,0.0,0
-101.44830810421192_23.729057835540004,NA,NA,3,0,0.0,0
-101.44830810421192_23.811268896512473,NA,NA,6,1,0.0,0
-101.35847657579998_23.399696111112384,NA,NA,29,7,0.0,0
-101.35847657579998_23.48211388939773,NA,NA,4,1,0.0,0
-101.35847657579998_23.729057835540004,NA,NA,19,4,0.0,0
-101.35847657579998_23.811268896512473,NA,NA,12,3,0.0,0
-101.26864504738802_23.399696111112384,NA,NA,6,1,0.0,0
-101.26864504738802_23.48211388939773,NA,NA,2,0,0.0,0
-101.17881351897606_23.399696111112384,NA,NA,34,8,0.0,0
-101.17881351897606_23.811268896512473,NA,NA,36,9,0.0,0
-101.08898199056412_23.317226998408007,NA,NA,16,4,0.0,0
-101.08898199056412_23.399696111112384,NA,NA,15,3,0.0,0
-101.08898199056412_23.48211388939773,NA,NA,16,4,0.0,0
-101.08898199056412_23.564480194787976,NA,NA,24,6,0.0,0
-101.08898199056412_23.811268896512473,NA,NA,11,2,0.0,0
-101.80763421785971_23.893427935812323,NA,NA,0,0,0.0,0
-101.80763421785971_23.975534817529628,NA,NA,2,0,0.0,0
-101.80763421785971_24.057589406269315,NA,NA,25,6,0.0,0
-101.80763421785971_24.30343806840572,NA,NA,16,4,0.0,0
-101.80763421785971_24.54881126905396,NA,NA,12,3,0.0,0
-101.71780268944778_24.057589406269315,NA,NA,11,2,0.0,0
-101.71780268944778_24.221541165812983,NA,NA,3,0,0.0,0
-101.71780268944778_24.30343806840572,NA,NA,15,3,0.0,0
-101.62797116103582_23.893427935812323,NA,NA,3,0,0.0,0
-101.53813963262388_23.893427935812323,NA,NA,6,1,0.0,0
-101.53813963262388_23.975534817529628,NA,NA,33,8,0.0,0
-101.53813963262388_24.46707325258056,NA,NA,36,9,0.0,0
-101.44830810421192_23.893427935812323,NA,NA,14,3,0.0,0
-101.44830810421192_24.385282141599326,NA,NA,37,9,0.0,0
-101.35847657579998_23.893427935812323,NA,NA,3,0,0.0,0
-101.35847657579998_23.975534817529628,NA,NA,2,0,0.0,0
-101.35847657579998_24.221541165812983,NA,NA,2,0,0.0,0
-101.26864504738802_23.893427935812323,NA,NA,18,4,0.0,0
-101.26864504738802_23.975534817529628,NA,NA,21,5,0.0,0
-101.26864504738802_24.139591567151705,NA,NA,0,0,0.0,0
-101.26864504738802_24.221541165812983,NA,NA,15,3,0.0,0
-101.17881351897606_23.975534817529628,NA,NA,12,3,0.0,0
-101.08898199056412_23.893427935812323,NA,NA,5,1,0.0,0
-101.08898199056412_23.975534817529628,NA,NA,1,0,0.0,0
-100.99915046215216_24.630496059242333,NA,NA,21,5,0.0,0
-101.80763421785971_24.793705436249,NA,NA,1,0,0.0,0
-101.80763421785971_24.956700339764303,NA,NA,7,1,0.0,0
-101.80763421785971_25.038117040038248,NA,NA,31,7,0.0,0
-101.71780268944778_24.956700339764303,NA,NA,10,2,0.0,0
-101.62797116103582_24.956700339764303,NA,NA,2,0,0.0,0
-101.62797116103582_25.119479734271003,NA,NA,4,1,0.0,0
-101.62797116103582_25.28204259258345,NA,NA,36,9,0.0,0
-101.53813963262388_24.875229762108027,NA,NA,27,6,0.0,0
-101.53813963262388_24.956700339764303,NA,NA,9,2,0.0,0
-101.53813963262388_25.119479734271003,NA,NA,20,5,0.0,0
-101.53813963262388_25.28204259258345,NA,NA,11,2,0.0,0
-101.44830810421192_24.956700339764303,NA,NA,31,7,0.0,0
-101.26864504738802_25.119479734271003,NA,NA,40,10,0.0,0
-100.99915046215216_24.793705436249,NA,NA,35,8,0.0,0
-101.80763421785971_25.76842180371728,NA,NA,0,0,0.0,0
-101.80763421785971_25.849292740029377,NA,NA,0,0,0.0,0
-101.80763421785971_25.93010841242947,NA,NA,15,3,0.0,0
-101.80763421785971_26.01086869800926,NA,NA,4,1,0.0,0
-101.80763421785971_26.091573474384994,NA,NA,1,0,0.0,0
-101.80763421785971_26.172222619697713,NA,NA,0,0,0.0,0
-101.80763421785971_26.252816012613508,NA,NA,0,0,0.0,0
-101.71780268944778_25.76842180371728,NA,NA,4,1,0.0,0
-101.71780268944778_25.849292740029377,NA,NA,0,0,0.0,0
-101.71780268944778_25.93010841242947,NA,NA,24,6,0.0,0
-101.71780268944778_26.01086869800926,NA,NA,14,3,0.0,0
-101.71780268944778_26.091573474384994,NA,NA,14,3,0.0,0
-101.71780268944778_26.172222619697713,NA,NA,1,0,0.0,0
-101.71780268944778_26.252816012613508,NA,NA,0,0,0.0,0
-101.62797116103582_25.606514633611518,NA,NA,8,2,0.0,0
-101.62797116103582_25.76842180371728,NA,NA,1,0,0.0,0
-101.62797116103582_25.849292740029377,NA,NA,0,0,0.0,0
-101.62797116103582_25.93010841242947,NA,NA,7,1,0.0,0
-101.62797116103582_26.01086869800926,NA,NA,16,4,0.0,0
-101.62797116103582_26.091573474384994,NA,NA,20,5,0.0,0
-101.62797116103582_26.252816012613508,NA,NA,0,0,0.0,0
-101.53813963262388_25.76842180371728,NA,NA,0,0,0.0,0
-101.53813963262388_25.849292740029377,NA,NA,1,0,0.0,0
-101.53813963262388_25.93010841242947,NA,NA,0,0,0.0,0
-101.53813963262388_26.01086869800926,NA,NA,0,0,0.0,0
-101.53813963262388_26.091573474384994,NA,NA,1,0,0.0,0
-101.53813963262388_26.172222619697713,NA,NA,5,1,0.0,0
-101.53813963262388_26.252816012613508,NA,NA,0,0,0.0,0
-101.44830810421192_25.76842180371728,NA,NA,0,0,0.0,0
-101.44830810421192_25.849292740029377,NA,NA,6,1,0.0,0
-101.44830810421192_25.93010841242947,NA,NA,0,0,0.0,0
-101.44830810421192_26.01086869800926,NA,NA,0,0,0.0,0
-101.44830810421192_26.091573474384994,NA,NA,0,0,0.0,0
-101.44830810421192_26.172222619697713,NA,NA,14,3,0.0,0
-101.35847657579998_25.93010841242947,NA,NA,1,0,0.0,0
-101.26864504738802_25.606514633611518,NA,NA,15,3,0.0,0
-101.26864504738802_25.76842180371728,NA,NA,26,6,0.0,0
-101.26864504738802_26.091573474384994,NA,NA,33,8,0.0,0
-101.26864504738802_26.252816012613508,NA,NA,4,1,0.0,0
-101.17881351897606_26.091573474384994,NA,NA,26,6,0.0,0
-101.17881351897606_26.252816012613508,NA,NA,8,2,0.0,0
-100.99915046215216_26.172222619697713,NA,NA,5,1,0.0,0
-100.99915046215216_26.252816012613508,NA,NA,5,1,0.0,0
-101.80763421785971_26.333353532323734,NA,NA,0,0,0.0,0
-101.80763421785971_26.413835058545235,NA,NA,0,0,0.0,0
-101.80763421785971_26.494260471520562,NA,NA,0,0,0.0,0
-101.80763421785971_26.735198841284596,NA,NA,3,0,0.0,0
-101.80763421785971_26.815398614221458,NA,NA,0,0,0.0,0
-101.80763421785971_26.895541683016987,NA,NA,0,0,0.0,0
-101.71780268944778_26.333353532323734,NA,NA,0,0,0.0,0
-101.71780268944778_26.413835058545235,NA,NA,1,0,0.0,0
-101.71780268944778_26.65494248133258,NA,NA,2,0,0.0,0
-101.71780268944778_26.735198841284596,NA,NA,3,0,0.0,0
-101.71780268944778_26.815398614221458,NA,NA,0,0,0.0,0
-101.71780268944778_26.895541683016987,NA,NA,0,0,0.0,0
-101.62797116103582_26.333353532323734,NA,NA,0,0,0.0,0
-101.62797116103582_26.413835058545235,NA,NA,8,2,0.0,0
-101.62797116103582_26.574629652018167,NA,NA,6,1,0.0,0
-101.62797116103582_26.65494248133258,NA,NA,1,0,0.0,0
-101.62797116103582_26.815398614221458,NA,NA,11,2,0.0,0
-101.62797116103582_26.895541683016987,NA,NA,0,0,0.0,0
-101.53813963262388_26.333353532323734,NA,NA,0,0,0.0,0
-101.53813963262388_26.574629652018167,NA,NA,2,0,0.0,0
-101.53813963262388_26.65494248133258,NA,NA,1,0,0.0,0
-101.53813963262388_26.815398614221458,NA,NA,31,7,0.0,0
-101.44830810421192_26.494260471520562,NA,NA,4,1,0.0,0
-101.44830810421192_26.574629652018167,NA,NA,1,0,0.0,0
-101.44830810421192_26.65494248133258,NA,NA,3,0,0.0,0
-101.26864504738802_26.333353532323734,NA,NA,3,0,0.0,0
-101.26864504738802_26.413835058545235,NA,NA,8,2,0.0,0
-101.26864504738802_26.815398614221458,NA,NA,5,1,0.0,0
-101.26864504738802_26.975627931071763,NA,NA,36,9,0.0,0
-101.17881351897606_26.65494248133258,NA,NA,6,1,0.0,0
-101.17881351897606_26.735198841284596,NA,NA,3,0,0.0,0
-101.17881351897606_26.815398614221458,NA,NA,2,0,0.0,0
-101.17881351897606_26.975627931071763,NA,NA,6,1,0.0,0
-101.17881351897606_27.055657242313234,NA,NA,1,0,0.0,0
-101.08898199056412_26.413835058545235,NA,NA,0,0,0.0,0
-101.08898199056412_26.574629652018167,NA,NA,8,2,0.0,0
-101.08898199056412_26.65494248133258,NA,NA,15,3,0.0,0
-101.08898199056412_26.735198841284596,NA,NA,7,1,0.0,0
-101.08898199056412_26.975627931071763,NA,NA,2,0,0.0,0
-101.08898199056412_27.055657242313234,NA,NA,0,0,0.0,0
-100.99915046215216_26.574629652018167,NA,NA,1,0,0.0,0
-100.99915046215216_26.65494248133258,NA,NA,6,1,0.0,0
-100.99915046215216_26.895541683016987,NA,NA,12,3,0.0,0
-100.99915046215216_26.975627931071763,NA,NA,1,0,0.0,0
-100.99915046215216_27.055657242313234,NA,NA,0,0,0.0,0
-101.80763421785971_27.13562950119585,NA,NA,5,1,0.0,0
-101.80763421785971_27.295402402338105,NA,NA,7,1,0.0,0
-101.80763421785971_27.375202816142718,NA,NA,30,7,0.0,0
-101.80763421785971_27.45494572067861,NA,NA,1,0,0.0,0
-101.80763421785971_27.69382825222259,NA,NA,0,0,0.0,0
-101.80763421785971_27.773339995870302,NA,NA,0,0,0.0,0
-101.80763421785971_27.85279367098089,NA,NA,0,0,0.0,0
-101.71780268944778_27.61425855083609,NA,NA,0,0,0.0,0
-101.71780268944778_27.69382825222259,NA,NA,0,0,0.0,0
-101.71780268944778_27.773339995870302,NA,NA,0,0,0.0,0
-101.71780268944778_27.85279367098089,NA,NA,0,0,0.0,0
-101.62797116103582_27.375202816142718,NA,NA,2,0,0.0,0
-101.62797116103582_27.45494572067861,NA,NA,1,0,0.0,0
-101.62797116103582_27.53463100303685,NA,NA,0,0,0.0,0
-101.62797116103582_27.61425855083609,NA,NA,0,0,0.0,0
-101.62797116103582_27.69382825222259,NA,NA,0,0,0.0,0
-101.62797116103582_27.773339995870302,NA,NA,0,0,0.0,0
-101.53813963262388_27.215544592701203,NA,NA,4,1,0.0,0
-101.53813963262388_27.295402402338105,NA,NA,0,0,0.0,0
-101.53813963262388_27.375202816142718,NA,NA,0,0,0.0,0
-101.53813963262388_27.45494572067861,NA,NA,4,1,0.0,0
-101.53813963262388_27.69382825222259,NA,NA,0,0,0.0,0
-101.53813963262388_27.773339995870302,NA,NA,2,0,0.0,0
-101.44830810421192_27.295402402338105,NA,NA,21,5,0.0,0
-101.44830810421192_27.375202816142718,NA,NA,5,1,0.0,0
-101.44830810421192_27.45494572067861,NA,NA,4,1,0.0,0
-101.44830810421192_27.69382825222259,NA,NA,38,9,0.0,0
-101.44830810421192_27.773339995870302,NA,NA,8,2,0.0,0
-101.35847657579998_27.13562950119585,NA,NA,6,1,0.0,0
-101.35847657579998_27.295402402338105,NA,NA,1,0,0.0,0
-101.35847657579998_27.375202816142718,NA,NA,5,1,0.0,0
-101.17881351897606_27.13562950119585,NA,NA,0,0,0.0,0
-101.08898199056412_27.13562950119585,NA,NA,4,1,0.0,0
-101.08898199056412_27.215544592701203,NA,NA,4,1,0.0,0
-101.08898199056412_27.45494572067861,NA,NA,4,1,0.0,0
-101.08898199056412_27.53463100303685,NA,NA,2,0,0.0,0
-100.99915046215216_27.13562950119585,NA,NA,1,0,0.0,0
-100.99915046215216_27.215544592701203,NA,NA,0,0,0.0,0
-100.99915046215216_27.69382825222259,NA,NA,18,4,0.0,0
-100.99915046215216_27.85279367098089,NA,NA,31,7,0.0,0
-101.80763421785971_27.93218916728376,NA,NA,1,0,0.0,0
-101.80763421785971_28.090805185022827,NA,NA,11,2,0.0,0
-101.80763421785971_28.170025488556703,NA,NA,0,0,0.0,0
-101.80763421785971_28.24918717747822,NA,NA,0,0,0.0,0
-101.80763421785971_28.328290144155623,NA,NA,0,0,0.0,0
-101.80763421785971_28.407334281484882,NA,NA,0,0,0.0,0
-101.80763421785971_28.565245642321226,NA,NA,0,0,0.0,0
-101.71780268944778_28.170025488556703,NA,NA,0,0,0.0,0
-101.71780268944778_28.24918717747822,NA,NA,0,0,0.0,0
-101.71780268944778_28.328290144155623,NA,NA,0,0,0.0,0
-101.62797116103582_28.486319482889648,NA,NA,0,0,0.0,0
-101.62797116103582_28.565245642321226,NA,NA,3,0,0.0,0
-101.62797116103582_28.644112654258493,NA,NA,4,1,0.0,0
-101.53813963262388_28.090805185022827,NA,NA,1,0,0.0,0
-101.53813963262388_28.170025488556703,NA,NA,0,0,0.0,0
-101.53813963262388_28.24918717747822,NA,NA,0,0,0.0,0
-101.53813963262388_28.328290144155623,NA,NA,0,0,0.0,0
-101.53813963262388_28.407334281484882,NA,NA,0,0,0.0,0
-101.53813963262388_28.486319482889648,NA,NA,1,0,0.0,0
-101.53813963262388_28.565245642321226,NA,NA,4,1,0.0,0
-101.53813963262388_28.644112654258493,NA,NA,2,0,0.0,0
-101.44830810421192_28.090805185022827,NA,NA,10,2,0.0,0
-101.44830810421192_28.170025488556703,NA,NA,1,0,0.0,0
-101.44830810421192_28.24918717747822,NA,NA,0,0,0.0,0
-101.44830810421192_28.328290144155623,NA,NA,0,0,0.0,0
-101.44830810421192_28.407334281484882,NA,NA,0,0,0.0,0
-101.44830810421192_28.486319482889648,NA,NA,8,2,0.0,0
-101.44830810421192_28.565245642321226,NA,NA,4,1,0.0,0
-101.44830810421192_28.644112654258493,NA,NA,1,0,0.0,0
-101.35847657579998_28.090805185022827,NA,NA,7,1,0.0,0
-101.35847657579998_28.170025488556703,NA,NA,1,0,0.0,0
