year,id_lower,id_upper,population,area_km2,population_km2,users,cells_to_build,radio,cost,population_served,motorway,primary,secondary,tertiary,trunk,total,attractiveness
2006,-103.87375937133461_22.157348066763056,-104.09833819236451_21.781862442026636,71,85,0.8352941176470589,17.75,1,gsm,100000,71,0.0,0.0,0.0,32.9,0.0,32.9,0.0
2006,-103.78392784292268_21.40659520719035,-104.09833819236451_21.781862442026636,109,86,1.2674418604651163,27.25,1,gsm,100000,109,0.0,0.0,0.0,15.9,0.0,15.9,0.0
2006,-103.78392784292268_21.490205623732116,-104.09833819236451_21.781862442026636,122,86,1.4186046511627908,30.5,1,gsm,100000,122,0.0,0.0,0.0,59.6,0.0,59.6,0.0
2006,-103.78392784292268_21.573768030665356,-104.09833819236451_21.781862442026636,321,86,3.732558139534884,80.25,1,gsm,100000,321,0.0,0.0,0.0,34.5,0.0,34.5,0.0
2006,-103.78392784292268_21.65728227791886,-104.09833819236451_21.781862442026636,3037,86,35.31395348837209,759.25,1,gsm,100000,3037,0.0,0.0,5.1,10.7,0.0,15.8,0.0
2006,-103.78392784292268_21.740748215917314,-104.09833819236451_21.781862442026636,1841,86,21.406976744186046,460.25,1,gsm,100000,1841,0.0,0.0,18.3,0.0,0.0,18.3,0.0
2006,-103.78392784292268_21.824165695582103,-104.09833819236451_21.781862442026636,4401,86,51.174418604651166,1100.25,1,gsm,100000,4401,0.0,0.0,19.1,37.2,0.0,56.3,0.0
2006,-103.78392784292268_21.907534568332167,-104.09833819236451_21.781862442026636,334,86,3.883720930232558,83.5,1,gsm,100000,334,0.0,0.0,24.7,33.2,0.0,57.900000000000006,0.0
2006,-103.78392784292268_22.157348066763056,-104.09833819236451_21.781862442026636,98,85,1.152941176470588,24.5,1,gsm,100000,98,0.0,0.0,0.0,6.9,0.0,6.9,0.0
2006,-103.69409631451072_21.40659520719035,-104.09833819236451_21.781862442026636,14,86,0.1627906976744186,3.5,1,gsm,100000,14,0.0,0.0,0.0,8.7,0.0,8.7,0.0
2006,-103.69409631451072_21.490205623732116,-104.09833819236451_21.781862442026636,148,86,1.7209302325581397,37.0,1,gsm,100000,148,0.0,0.0,0.0,32.5,0.0,32.5,0.0
2006,-103.69409631451072_21.573768030665356,-104.09833819236451_21.781862442026636,85,86,0.9883720930232558,21.25,1,gsm,100000,85,0.0,0.0,0.0,7.6,0.0,7.6,0.0
2006,-103.69409631451072_21.740748215917314,-104.09833819236451_21.781862442026636,47,86,0.5465116279069767,11.75,1,gsm,100000,47,0.0,0.0,0.0,14.8,0.0,14.8,0.0
2006,-103.69409631451072_21.824165695582103,-104.09833819236451_21.781862442026636,197,86,2.2906976744186047,49.25,1,gsm,100000,197,0.0,0.0,0.0,22.0,0.0,22.0,0.0
2006,-103.69409631451072_21.907534568332167,-104.09833819236451_21.781862442026636,120,86,1.3953488372093024,30.0,1,gsm,100000,120,0.0,0.0,22.3,0.0,0.0,22.3,0.0
2006,-103.69409631451072_21.99085468608476,-104.09833819236451_21.781862442026636,158,86,1.837209302325581,39.5,1,gsm,100000,158,0.0,0.0,24.6,19.5,0.0,44.1,0.0
2006,-103.69409631451072_22.07412590125628,-104.09833819236451_21.781862442026636,447,85,5.258823529411765,111.75,1,gsm,100000,447,0.0,0.0,0.0,19.1,0.0,19.1,0.0
2006,-104.5025800702183_22.24052103602208,-104.09833819236451_22.613568031756117,6175,85,72.6470588235294,1543.75,1,gsm,100000,6175,0.0,0.0,16.3,2.1,0.0,18.4,0.0
2006,-104.5025800702183_22.323644662951814,-104.09833819236451_22.613568031756117,1445,85,17.0,361.25,1,gsm,100000,1445,0.0,0.0,27.7,2.1,0.0,29.8,0.0
2006,-104.5025800702183_22.406718801972914,-104.09833819236451_22.613568031756117,514,85,6.047058823529412,128.5,1,gsm,100000,514,0.0,0.0,10.8,0.0,0.0,10.8,0.0
2006,-104.5025800702183_22.48974330800898,-104.09833819236451_22.613568031756117,1881,85,22.12941176470588,470.25,1,gsm,100000,1881,0.0,0.0,18.0,2.7,0.0,20.7,0.0
2006,-104.5025800702183_22.57271803648727,-104.09833819236451_22.613568031756117,1029,85,12.105882352941176,257.25,1,gsm,100000,1029,0.0,0.0,40.4,14.6,0.0,55.0,0.0
2006,-104.5025800702183_22.65564284333943,-104.09833819236451_22.613568031756117,630,85,7.411764705882353,157.5,1,gsm,100000,630,0.0,0.0,42.7,22.1,0.0,64.80000000000001,0.0
2006,-104.5025800702183_22.7385175850022,-104.09833819236451_22.613568031756117,413,85,4.858823529411764,103.25,1,gsm,100000,413,0.0,0.0,28.2,0.0,0.0,28.2,0.0
2006,-104.5025800702183_22.821342118418087,-104.09833819236451_22.613568031756117,571,85,6.7176470588235295,142.75,1,gsm,100000,571,0.0,0.0,28.2,0.0,0.0,28.2,0.0
2006,-104.5025800702183_22.904116301036076,-104.09833819236451_22.613568031756117,410,84,4.880952380952381,102.5,1,gsm,100000,410,0.0,0.0,29.7,0.0,0.0,29.7,0.0
2006,-104.5025800702183_22.986839990812282,-104.09833819236451_22.613568031756117,436,84,5.190476190476191,109.0,1,gsm,100000,436,0.0,0.0,27.1,0.0,0.0,27.1,0.0
2006,-104.41274854180634_22.323644662951814,-104.09833819236451_22.613568031756117,806,85,9.48235294117647,201.5,1,gsm,100000,806,0.0,0.0,42.2,1.8,0.0,44.0,0.0
2006,-104.41274854180634_22.406718801972914,-104.09833819236451_22.613568031756117,796,85,9.364705882352942,199.0,1,gsm,100000,796,0.0,0.0,12.7,16.4,0.0,29.1,0.0
2006,-104.41274854180634_22.48974330800898,-104.09833819236451_22.613568031756117,282,85,3.3176470588235296,70.5,1,gsm,100000,282,0.0,0.0,0.0,4.8,0.0,4.8,0.0
2006,-104.3229170133944_22.323644662951814,-104.09833819236451_22.613568031756117,263,85,3.094117647058824,65.75,1,gsm,100000,263,0.0,0.0,28.8,21.8,0.0,50.6,0.0
2006,-104.3229170133944_22.406718801972914,-104.09833819236451_22.613568031756117,192,85,2.2588235294117647,48.0,1,gsm,100000,192,0.0,0.0,36.9,18.6,0.0,55.5,0.0
2006,-104.3229170133944_22.48974330800898,-104.09833819236451_22.613568031756117,1100,85,12.941176470588236,275.0,1,gsm,100000,1100,0.0,0.0,17.3,10.4,0.0,27.700000000000003,0.0
2006,-104.3229170133944_22.57271803648727,-104.09833819236451_22.613568031756117,271,85,3.188235294117648,67.75,1,gsm,100000,271,0.0,0.0,29.7,0.0,0.0,29.7,0.0
2006,-104.3229170133944_22.65564284333943,-104.09833819236451_22.613568031756117,515,85,6.0588235294117645,128.75,1,gsm,100000,515,0.0,0.0,31.4,11.6,0.0,43.0,0.0
2006,-104.3229170133944_22.7385175850022,-104.09833819236451_22.613568031756117,219,85,2.5764705882352943,54.75,1,gsm,100000,219,0.0,0.0,0.0,23.7,0.0,23.7,0.0
2006,-104.3229170133944_22.821342118418087,-104.09833819236451_22.613568031756117,221,85,2.6,55.25,1,gsm,100000,221,0.0,0.0,0.0,27.3,0.0,27.3,0.0
2006,-104.3229170133944_22.904116301036076,-104.09833819236451_22.613568031756117,211,84,2.511904761904762,52.75,1,gsm,100000,211,0.0,0.0,0.0,22.8,0.0,22.8,0.0
2006,-104.3229170133944_22.986839990812282,-104.09833819236451_22.613568031756117,1212,84,14.428571428571429,303.0,1,gsm,100000,1212,0.0,0.0,0.0,25.6,0.0,25.6,0.0
2006,-104.23308548498244_22.24052103602208,-104.09833819236451_22.613568031756117,1274,85,14.988235294117649,318.5,1,gsm,100000,1274,0.0,0.0,0.0,14.8,0.0,14.8,0.0
2006,-104.23308548498244_22.323644662951814,-104.09833819236451_22.613568031756117,515,85,6.0588235294117645,128.75,1,gsm,100000,515,0.0,0.0,0.0,6.8,0.0,6.8,0.0
2006,-104.23308548498244_22.48974330800898,-104.09833819236451_22.613568031756117,201,85,2.364705882352941,50.25,1,gsm,100000,201,0.0,0.0,0.0,10.4,0.0,10.4,0.0
2006,-104.23308548498244_22.57271803648727,-104.09833819236451_22.613568031756117,168,85,1.9764705882352944,42.0,1,gsm,100000,168,0.0,0.0,18.0,0.0,0.0,18.0,0.0
2006,-104.23308548498244_22.65564284333943,-104.09833819236451_22.613568031756117,343,85,4.035294117647059,85.75,1,gsm,100000,343,0.0,0.0,35.4,11.2,0.0,46.6,0.0
2006,-104.23308548498244_22.7385175850022,-104.09833819236451_22.613568031756117,220,85,2.588235294117647,55.0,1,gsm,100000,220,0.0,0.0,0.0,22.5,0.0,22.5,0.0
2006,-104.23308548498244_22.821342118418087,-104.09833819236451_22.613568031756117,153,85,1.8,38.25,1,gsm,100000,153,0.0,0.0,0.0,27.9,0.0,27.9,0.0
2006,-104.14325395657048_22.65564284333943,-104.09833819236451_22.613568031756117,272,85,3.2,68.0,1,gsm,100000,272,0.0,0.0,48.1,18.8,0.0,66.9,0.0
2006,-104.14325395657048_22.7385175850022,-104.09833819236451_22.613568031756117,77,85,0.9058823529411764,19.25,1,gsm,100000,77,0.0,0.0,0.0,23.4,0.0,23.4,0.0
2006,-104.14325395657048_22.821342118418087,-104.09833819236451_22.613568031756117,338,85,3.976470588235294,84.5,1,gsm,100000,338,0.0,0.0,0.0,33.6,0.0,33.6,0.0
2006,-104.14325395657048_22.904116301036076,-104.09833819236451_22.613568031756117,788,84,9.38095238095238,197.0,1,gsm,100000,788,0.0,0.0,0.0,22.9,0.0,22.9,0.0
2006,-104.05342242815854_22.57271803648727,-104.09833819236451_22.613568031756117,583,85,6.858823529411764,145.75,1,gsm,100000,583,0.0,0.0,0.0,21.1,0.0,21.1,0.0
2006,-104.05342242815854_22.65564284333943,-104.09833819236451_22.613568031756117,536,85,6.305882352941176,134.0,1,gsm,100000,536,0.0,0.0,43.8,9.0,0.0,52.8,0.0
2006,-104.05342242815854_22.7385175850022,-104.09833819236451_22.613568031756117,531,85,6.247058823529412,132.75,1,gsm,100000,531,0.0,0.0,0.0,16.1,0.0,16.1,0.0
2006,-104.05342242815854_22.821342118418087,-104.09833819236451_22.613568031756117,1710,85,20.11764705882353,427.5,1,gsm,100000,1710,0.0,0.0,0.0,21.6,0.0,21.6,0.0
2006,-104.05342242815854_22.904116301036076,-104.09833819236451_22.613568031756117,252,84,3.0,63.0,1,gsm,100000,252,0.0,0.0,0.0,58.1,0.0,58.1,0.0
2006,-103.96359089974658_22.24052103602208,-104.09833819236451_22.613568031756117,246,85,2.8941176470588235,61.5,1,gsm,100000,246,0.0,0.0,0.0,24.3,0.0,24.3,0.0
2006,-103.96359089974658_22.323644662951814,-104.09833819236451_22.613568031756117,420,85,4.941176470588236,105.0,1,gsm,100000,420,0.0,0.0,0.0,21.4,0.0,21.4,0.0
2006,-103.96359089974658_22.406718801972914,-104.09833819236451_22.613568031756117,1510,85,17.764705882352942,377.5,1,gsm,100000,1510,0.0,0.0,0.0,17.9,0.0,17.9,0.0
2006,-103.96359089974658_22.48974330800898,-104.09833819236451_22.613568031756117,165,85,1.9411764705882355,41.25,1,gsm,100000,165,0.0,0.0,0.0,21.8,0.0,21.8,0.0
2006,-103.96359089974658_22.57271803648727,-104.09833819236451_22.613568031756117,434,85,5.105882352941176,108.5,1,gsm,100000,434,0.0,0.0,19.9,19.4,0.0,39.3,0.0
2006,-103.96359089974658_22.65564284333943,-104.09833819236451_22.613568031756117,106,85,1.2470588235294118,26.5,1,gsm,100000,106,0.0,0.0,22.8,0.0,0.0,22.8,0.0
2006,-103.96359089974658_22.904116301036076,-104.09833819236451_22.613568031756117,218,84,2.595238095238096,54.5,1,gsm,100000,218,0.0,0.0,0.0,30.2,0.0,30.2,0.0
2006,-103.96359089974658_22.986839990812282,-104.09833819236451_22.613568031756117,355,84,4.226190476190476,88.75,1,gsm,100000,355,0.0,0.0,0.0,30.1,0.0,30.1,0.0
2006,-103.87375937133461_22.24052103602208,-104.09833819236451_22.613568031756117,27,85,0.3176470588235294,6.75,1,gsm,100000,27,0.0,0.0,0.0,29.5,0.0,29.5,0.0
2006,-103.87375937133461_22.406718801972914,-104.09833819236451_22.613568031756117,204,85,2.4,51.0,1,gsm,100000,204,0.0,0.0,0.0,13.9,0.0,13.9,0.0
2006,-103.87375937133461_22.48974330800898,-104.09833819236451_22.613568031756117,517,85,6.08235294117647,129.25,1,gsm,100000,517,0.0,0.0,0.0,49.4,0.0,49.4,0.0
2006,-103.87375937133461_22.57271803648727,-104.09833819236451_22.613568031756117,1516,85,17.83529411764706,379.0,1,gsm,100000,1516,0.0,0.0,20.4,48.1,0.0,68.5,0.0
2006,-103.87375937133461_22.65564284333943,-104.09833819236451_22.613568031756117,7313,85,86.03529411764706,1828.25,1,gsm,100000,7313,0.0,0.0,38.8,2.6,0.0,41.4,0.0
2006,-103.87375937133461_22.986839990812282,-104.09833819236451_22.613568031756117,4,84,0.0476190476190476,1.0,1,gsm,100000,4,0.0,0.0,0.0,16.5,0.0,16.5,0.0
2006,-103.78392784292268_22.24052103602208,-104.09833819236451_22.613568031756117,61,85,0.7176470588235294,15.25,1,gsm,100000,61,0.0,0.0,0.0,43.7,0.0,43.7,0.0
2006,-103.78392784292268_22.323644662951814,-104.09833819236451_22.613568031756117,47,85,0.5529411764705883,11.75,1,gsm,100000,47,0.0,0.0,0.0,26.6,0.0,26.6,0.0
2006,-103.78392784292268_22.406718801972914,-104.09833819236451_22.613568031756117,32,85,0.3764705882352941,8.0,1,gsm,100000,32,0.0,0.0,0.0,7.2,0.0,7.2,0.0
2006,-103.78392784292268_22.48974330800898,-104.09833819236451_22.613568031756117,426,85,5.011764705882353,106.5,1,gsm,100000,426,0.0,0.0,25.3,16.6,0.0,41.900000000000006,0.0
2006,-103.78392784292268_22.57271803648727,-104.09833819236451_22.613568031756117,190,85,2.235294117647059,47.5,1,gsm,100000,190,0.0,0.0,34.7,0.0,0.0,34.7,0.0
2006,-103.78392784292268_22.65564284333943,-104.09833819236451_22.613568031756117,30,85,0.3529411764705882,7.5,1,gsm,100000,30,0.0,0.0,26.0,0.0,0.0,26.0,0.0
2006,-103.69409631451072_22.323644662951814,-104.09833819236451_22.613568031756117,626,85,7.364705882352941,156.5,1,gsm,100000,626,0.0,0.0,14.5,23.8,0.0,38.3,0.0
2006,-103.69409631451072_22.406718801972914,-104.09833819236451_22.613568031756117,3630,85,42.70588235294117,907.5,1,gsm,100000,3630,0.0,0.0,22.0,50.2,0.0,72.2,0.0
2006,-103.69409631451072_22.48974330800898,-104.09833819236451_22.613568031756117,44,85,0.5176470588235295,11.0,1,gsm,100000,44,0.0,0.0,7.4,42.9,0.0,50.3,0.0
2006,-103.69409631451072_22.57271803648727,-104.09833819236451_22.613568031756117,65,85,0.7647058823529411,16.25,1,gsm,100000,65,0.0,0.0,0.0,50.2,0.0,50.2,0.0
2006,-103.69409631451072_22.65564284333943,-104.09833819236451_22.613568031756117,517,85,6.08235294117647,129.25,1,gsm,100000,517,0.0,0.0,21.7,12.1,0.0,33.8,0.0
2006,-104.5025800702183_23.069513046210616,-104.09833819236451_23.440275316683813,162,84,1.9285714285714288,40.5,1,gsm,100000,162,0.0,0.0,22.1,0.0,0.0,22.1,0.0
2006,-104.5025800702183_23.152135326203435,-104.09833819236451_23.440275316683813,263,84,3.130952380952381,65.75,1,gsm,100000,263,0.0,0.0,40.3,0.0,0.0,40.3,0.0
2006,-104.5025800702183_23.234706690272183,-104.09833819236451_23.440275316683813,271,84,3.2261904761904763,67.75,1,gsm,100000,271,0.0,0.0,19.3,0.0,0.0,19.3,0.0
2006,-104.5025800702183_23.317226998408007,-104.09833819236451_23.440275316683813,182,84,2.1666666666666665,45.5,1,gsm,100000,182,0.0,0.0,45.2,0.0,0.0,45.2,0.0
2006,-104.5025800702183_23.399696111112384,-104.09833819236451_23.440275316683813,9,84,0.1071428571428571,2.25,1,gsm,100000,9,0.0,0.0,40.3,0.0,0.0,40.3,0.0
2006,-104.5025800702183_23.48211388939773,-104.09833819236451_23.440275316683813,1,84,0.0119047619047619,0.25,1,gsm,100000,1,0.0,0.0,23.1,0.0,0.0,23.1,0.0
2006,-104.5025800702183_23.811268896512473,-104.09833819236451_23.440275316683813,2133,83,25.698795180722893,533.25,1,gsm,100000,2133,0.0,0.0,5.7,10.0,0.0,15.7,0.0
2006,-104.41274854180634_23.48211388939773,-104.09833819236451_23.440275316683813,3217,84,38.29761904761905,804.25,1,gsm,100000,3217,0.0,0.0,28.2,20.2,0.0,48.4,0.0
2006,-104.41274854180634_23.564480194787976,-104.09833819236451_23.440275316683813,411,84,4.892857142857143,102.75,1,gsm,100000,411,0.0,0.0,14.6,0.0,0.0,14.6,0.0
2006,-104.41274854180634_23.64679488931916,-104.09833819236451_23.440275316683813,64,84,0.7619047619047619,16.0,1,gsm,100000,64,0.0,0.0,26.0,0.0,0.0,26.0,0.0
2006,-104.41274854180634_23.729057835540004,-104.09833819236451_23.440275316683813,60,83,0.7228915662650602,15.0,1,gsm,100000,60,0.0,0.0,30.8,0.0,0.0,30.8,0.0
2006,-104.41274854180634_23.811268896512473,-104.09833819236451_23.440275316683813,950,83,11.44578313253012,237.5,1,gsm,100000,950,0.0,0.0,26.2,3.2,0.0,29.4,0.0
2006,-104.3229170133944_23.069513046210616,-104.09833819236451_23.440275316683813,280,84,3.333333333333333,70.0,1,gsm,100000,280,0.0,0.0,0.0,19.2,0.0,19.2,0.0
2006,-104.3229170133944_23.152135326203435,-104.09833819236451_23.440275316683813,427,84,5.083333333333333,106.75,1,gsm,100000,427,0.0,0.0,0.0,33.1,0.0,33.1,0.0
2006,-104.3229170133944_23.234706690272183,-104.09833819236451_23.440275316683813,239,84,2.845238095238096,59.75,1,gsm,100000,239,0.0,0.0,0.0,46.5,0.0,46.5,0.0
2006,-104.3229170133944_23.317226998408007,-104.09833819236451_23.440275316683813,80,84,0.9523809523809524,20.0,1,gsm,100000,80,0.0,0.0,0.0,53.1,0.0,53.1,0.0
2006,-104.3229170133944_23.399696111112384,-104.09833819236451_23.440275316683813,5,84,0.0595238095238095,1.25,1,gsm,100000,5,0.0,0.0,0.0,71.6,0.0,71.6,0.0
2006,-104.3229170133944_23.48211388939773,-104.09833819236451_23.440275316683813,55,84,0.6547619047619048,13.75,1,gsm,100000,55,0.0,0.0,0.0,16.0,0.0,16.0,0.0
2006,-104.3229170133944_23.564480194787976,-104.09833819236451_23.440275316683813,218,84,2.595238095238096,54.5,1,gsm,100000,218,0.0,0.0,2.3,0.0,0.0,2.3,0.0
2006,-104.3229170133944_23.64679488931916,-104.09833819236451_23.440275316683813,242,84,2.880952380952381,60.5,1,gsm,100000,242,0.0,0.0,2.4,0.0,0.0,2.4,0.0
2006,-104.23308548498244_23.069513046210616,-104.09833819236451_23.440275316683813,190,84,2.261904761904762,47.5,1,gsm,100000,190,0.0,0.0,0.0,17.1,0.0,17.1,0.0
2006,-104.23308548498244_23.399696111112384,-104.09833819236451_23.440275316683813,20,84,0.238095238095238,5.0,1,gsm,100000,20,0.0,0.0,0.0,27.1,0.0,27.1,0.0
2006,-104.23308548498244_23.811268896512473,-104.09833819236451_23.440275316683813,6096,83,73.44578313253012,1524.0,1,gsm,100000,6096,0.0,0.0,5.6,5.9,33.9,45.4,0.0
2006,-104.14325395657048_23.399696111112384,-104.09833819236451_23.440275316683813,285,84,3.392857142857143,71.25,1,gsm,100000,285,0.0,0.0,0.0,29.5,0.0,29.5,0.0
2006,-104.14325395657048_23.48211388939773,-104.09833819236451_23.440275316683813,17,84,0.2023809523809523,4.25,1,gsm,100000,17,0.0,0.0,0.0,23.9,0.0,23.9,0.0
2006,-104.14325395657048_23.564480194787976,-104.09833819236451_23.440275316683813,13,84,0.1547619047619047,3.25,1,gsm,100000,13,0.0,0.0,0.0,10.5,0.0,10.5,0.0
2006,-104.14325395657048_23.729057835540004,-104.09833819236451_23.440275316683813,2287,83,27.55421686746988,571.75,1,gsm,100000,2287,0.0,0.0,0.0,4.2,0.0,4.2,0.0
2006,-104.14325395657048_23.811268896512473,-104.09833819236451_23.440275316683813,457,83,5.506024096385542,114.25,1,gsm,100000,457,0.0,0.0,2.1,2.2,35.9,40.2,0.0
2006,-104.05342242815854_23.564480194787976,-104.09833819236451_23.440275316683813,509,84,6.059523809523809,127.25,1,gsm,100000,509,0.0,0.0,0.0,33.9,0.0,33.9,0.0
2006,-104.05342242815854_23.64679488931916,-104.09833819236451_23.440275316683813,1107,84,13.178571428571429,276.75,1,gsm,100000,1107,0.0,0.0,0.0,16.6,0.0,16.6,0.0
2006,-104.05342242815854_23.729057835540004,-104.09833819236451_23.440275316683813,3406,83,41.036144578313255,851.5,1,gsm,100000,3406,0.0,0.0,0.0,28.1,24.2,52.3,0.0
2006,-104.05342242815854_23.811268896512473,-104.09833819236451_23.440275316683813,2888,83,34.795180722891565,722.0,1,gsm,100000,2888,0.0,0.0,2.3,19.0,38.8,60.1,0.0
2006,-103.96359089974658_23.069513046210616,-104.09833819236451_23.440275316683813,87,84,1.0357142857142858,21.75,1,gsm,100000,87,0.0,0.0,0.0,5.3,0.0,5.3,0.0
2006,-103.96359089974658_23.399696111112384,-104.09833819236451_23.440275316683813,245,84,2.9166666666666665,61.25,1,gsm,100000,245,0.0,0.0,0.0,5.3,0.0,5.3,0.0
2006,-103.96359089974658_23.48211388939773,-104.09833819236451_23.440275316683813,828,84,9.857142857142858,207.0,1,gsm,100000,828,0.0,0.0,0.0,23.2,0.0,23.2,0.0
2006,-103.96359089974658_23.564480194787976,-104.09833819236451_23.440275316683813,357,84,4.25,89.25,1,gsm,100000,357,0.0,0.0,0.0,32.1,0.0,32.1,0.0
2006,-103.96359089974658_23.64679488931916,-104.09833819236451_23.440275316683813,4047,84,48.17857142857143,1011.75,1,gsm,100000,4047,0.0,0.0,27.4,20.5,0.0,47.9,0.0
2006,-103.96359089974658_23.729057835540004,-104.09833819236451_23.440275316683813,17868,83,215.27710843373487,4467.0,1,gsm,100000,17868,0.0,0.0,48.8,18.4,29.7,96.9,0.0
2006,-103.96359089974658_23.811268896512473,-104.09833819236451_23.440275316683813,2225,83,26.80722891566265,556.25,1,gsm,100000,2225,0.0,0.0,15.8,2.4,0.0,18.2,0.0
2006,-103.87375937133461_23.069513046210616,-104.09833819236451_23.440275316683813,170,84,2.023809523809524,42.5,1,gsm,100000,170,0.0,0.0,0.0,39.0,0.0,39.0,0.0
2006,-103.87375937133461_23.152135326203435,-104.09833819236451_23.440275316683813,205,84,2.4404761904761907,51.25,1,gsm,100000,205,0.0,0.0,0.0,16.8,0.0,16.8,0.0
2006,-103.87375937133461_23.317226998408007,-104.09833819236451_23.440275316683813,353,84,4.2023809523809526,88.25,1,gsm,100000,353,0.0,0.0,0.0,34.1,0.0,34.1,0.0
2006,-103.87375937133461_23.399696111112384,-104.09833819236451_23.440275316683813,2346,84,27.928571428571427,586.5,1,gsm,100000,2346,0.0,0.0,0.0,24.0,0.0,24.0,0.0
2006,-103.87375937133461_23.48211388939773,-104.09833819236451_23.440275316683813,4790,84,57.023809523809526,1197.5,1,gsm,100000,4790,0.0,0.0,0.0,40.8,0.0,40.8,0.0
2006,-103.87375937133461_23.564480194787976,-104.09833819236451_23.440275316683813,1041,84,12.392857142857142,260.25,1,gsm,100000,1041,0.0,0.0,25.2,13.6,0.0,38.8,0.0
2006,-103.87375937133461_23.64679488931916,-104.09833819236451_23.440275316683813,331,84,3.940476190476191,82.75,1,gsm,100000,331,0.0,0.0,9.5,0.0,0.0,9.5,0.0
2006,-103.87375937133461_23.729057835540004,-104.09833819236451_23.440275316683813,2151,83,25.91566265060241,537.75,1,gsm,100000,2151,0.0,0.0,0.0,7.1,47.5,54.6,0.0
2006,-103.87375937133461_23.811268896512473,-104.09833819236451_23.440275316683813,474,83,5.710843373493976,118.5,1,gsm,100000,474,0.0,0.0,0.0,1.9,0.0,1.9,0.0
2006,-103.78392784292268_23.069513046210616,-104.09833819236451_23.440275316683813,36,84,0.4285714285714285,9.0,1,gsm,100000,36,0.0,0.0,0.0,24.3,0.0,24.3,0.0
2006,-103.78392784292268_23.152135326203435,-104.09833819236451_23.440275316683813,154,84,1.8333333333333333,38.5,1,gsm,100000,154,0.0,0.0,0.0,22.2,0.0,22.2,0.0
2006,-103.78392784292268_23.234706690272183,-104.09833819236451_23.440275316683813,1960,84,23.33333333333333,490.0,1,gsm,100000,1960,0.0,0.0,0.0,37.8,0.0,37.8,0.0
2006,-103.78392784292268_23.317226998408007,-104.09833819236451_23.440275316683813,422,84,5.023809523809524,105.5,1,gsm,100000,422,0.0,0.0,0.0,29.6,0.0,29.6,0.0
2006,-103.78392784292268_23.399696111112384,-104.09833819236451_23.440275316683813,473,84,5.630952380952381,118.25,1,gsm,100000,473,0.0,0.0,0.0,11.9,0.0,11.9,0.0
2006,-103.78392784292268_23.48211388939773,-104.09833819236451_23.440275316683813,712,84,8.476190476190476,178.0,1,gsm,100000,712,0.0,0.0,0.0,16.7,0.0,16.7,0.0
2006,-103.78392784292268_23.564480194787976,-104.09833819236451_23.440275316683813,943,84,11.226190476190476,235.75,1,gsm,100000,943,0.0,0.0,25.8,0.0,0.0,25.8,0.0
2006,-103.78392784292268_23.64679488931916,-104.09833819236451_23.440275316683813,1444,84,17.19047619047619,361.0,1,gsm,100000,1444,0.0,0.0,0.0,6.6,0.0,6.6,0.0
2006,-103.78392784292268_23.729057835540004,-104.09833819236451_23.440275316683813,1841,83,22.180722891566266,460.25,1,gsm,100000,1841,0.0,0.0,0.0,6.8,30.5,37.3,0.0
2006,-103.78392784292268_23.811268896512473,-104.09833819236451_23.440275316683813,1261,83,15.19277108433735,315.25,1,gsm,100000,1261,0.0,0.0,0.0,14.7,0.0,14.7,0.0
2006,-103.69409631451072_23.069513046210616,-104.09833819236451_23.440275316683813,601,84,7.154761904761905,150.25,1,gsm,100000,601,0.0,0.0,0.0,37.4,0.0,37.4,0.0
2006,-103.69409631451072_23.152135326203435,-104.09833819236451_23.440275316683813,460,84,5.476190476190476,115.0,1,gsm,100000,460,0.0,0.0,0.0,23.0,0.0,23.0,0.0
2006,-103.69409631451072_23.234706690272183,-104.09833819236451_23.440275316683813,1091,84,12.988095238095235,272.75,1,gsm,100000,1091,0.0,0.0,0.0,66.2,0.0,66.2,0.0
2006,-103.69409631451072_23.317226998408007,-104.09833819236451_23.440275316683813,59,84,0.7023809523809523,14.75,1,gsm,100000,59,0.0,0.0,0.0,20.3,0.0,20.3,0.0
2006,-103.69409631451072_23.399696111112384,-104.09833819236451_23.440275316683813,178,84,2.119047619047619,44.5,1,gsm,100000,178,0.0,0.0,0.0,22.3,0.0,22.3,0.0
2006,-103.69409631451072_23.48211388939773,-104.09833819236451_23.440275316683813,1038,84,12.357142857142858,259.5,1,gsm,100000,1038,0.0,0.0,0.0,24.2,0.0,24.2,0.0
2006,-103.69409631451072_23.564480194787976,-104.09833819236451_23.440275316683813,707,84,8.416666666666666,176.75,1,gsm,100000,707,0.0,0.0,23.4,21.9,0.0,45.3,0.0
2006,-103.69409631451072_23.64679488931916,-104.09833819236451_23.440275316683813,420,84,5.0,105.0,1,gsm,100000,420,0.0,0.0,7.3,8.7,18.7,34.7,0.0
2006,-103.69409631451072_23.729057835540004,-104.09833819236451_23.440275316683813,402,83,4.843373493975903,100.5,1,gsm,100000,402,0.0,0.0,0.0,14.2,36.3,50.5,0.0
2006,-103.69409631451072_23.811268896512473,-104.09833819236451_23.440275316683813,435,83,5.240963855421687,108.75,1,gsm,100000,435,0.0,0.0,0.0,15.4,0.0,15.4,0.0
2006,-104.5025800702183_23.893427935812323,-104.09833819236451_24.261843284963483,5021,83,60.493975903614455,1255.25,1,gsm,100000,5021,0.0,0.0,13.2,11.6,0.0,24.8,0.0
2006,-104.5025800702183_23.975534817529628,-104.09833819236451_24.261843284963483,3583,83,43.16867469879518,895.75,1,gsm,100000,3583,0.0,0.0,0.0,19.8,21.9,41.7,0.0
