year,id_lower,id_upper,population,area_km2,population_km2,users,cells_to_build,radio,cost,population_served,motorway,primary,secondary,tertiary,trunk,total,attractiveness
2001,-104.95173771227806_27.13562950119585,-104.99665347648403_27.494081813419797,21911,79,277.3544303797468,5477.75,1,gsm,100000,21911,24.3,3.3,11.4,36.3,49.5,124.8,243000.0
2001,-110.700955530643_27.93218916728376,-110.38654518120116_28.288018668890736,1178,69,17.07246376811594,294.5,1,gsm,100000,1178,24.3,1.7,13.0,0.0,0.0,39.0,243000.0
2001,-99.92117212120874_16.996584219749444,-99.6067617717669_16.69518720754164,6264,91,68.83516483516483,1566.0,1,gsm,100000,6264,24.3,20.2,0.0,16.0,0.0,60.5,243000.0
2001,-100.01100364962068_25.606514633611518,-99.6067617717669_25.889022851998433,90631,81,1118.9012345679012,22657.75,3,gsm,300000,90631,24.3,27.9,11.5,47.2,0.0,110.9,243000.0
2001,-101.89746574627168_19.978020459734232,-102.30170762412546_20.104045576200285,802,88,9.113636363636363,200.5,1,gsm,100000,802,24.2,0.0,0.0,6.6,0.0,30.8,242000.0
2001,-99.74150906438481_19.978020459734232,-99.6067617717669_20.104045576200285,5990,88,68.06818181818181,1497.5,1,gsm,100000,5990,24.2,0.0,0.0,59.6,0.0,83.8,242000.0
2001,-100.7296558769163_22.48974330800898,-100.50507705588642_22.613568031756117,386,85,4.541176470588235,96.5,1,gsm,100000,386,24.1,0.0,0.0,3.8,0.0,27.9,241000.0
2001,-105.31106382592586_27.93218916728376,-104.99665347648403_28.288018668890736,992,78,12.717948717948715,248.0,1,gsm,100000,992,24.1,9.6,21.2,0.0,0.0,54.900000000000006,241000.0
2001,-108.72466190558004_25.687495726925793,-108.58991461296212_25.889022851998433,17479,81,215.79012345679013,4369.75,1,gsm,100000,17479,24.1,0.0,0.0,30.7,0.0,54.8,241000.0
2001,-101.53813963262388_21.65728227791886,-101.40339234000594_21.781862442026636,3139,86,36.5,784.75,1,gsm,100000,3139,24.0,11.3,0.0,21.8,0.0,57.1,240000.0
2001,-104.5025800702183_26.895541683016987,-104.09833819236451_26.694378202546382,1,79,0.0126582278481012,0.25,1,gsm,100000,1,24.0,8.6,0.0,0.0,0.0,32.6,240000.0
2001,-104.77207465545413_21.490205623732116,-104.99665347648403_21.781862442026636,6580,86,76.51162790697674,1645.0,1,gsm,100000,6580,24.0,7.2,0.4,31.4,1.6,64.6,240000.0
2001,-105.40089535433782_22.323644662951814,-104.99665347648403_22.613568031756117,2772,85,32.61176470588235,693.0,1,gsm,100000,2772,24.0,0.0,0.0,37.3,0.0,61.3,240000.0
2001,-107.37718897940076_24.54881126905396,-107.6915993288426_24.261843284963483,16732,82,204.0487804878049,4183.0,1,gsm,100000,16732,24.0,0.0,21.0,13.4,0.0,58.4,240000.0
2001,-96.2380794563187_19.30118067727593,-96.0135006352888_19.25824126810751,721,20,36.05,180.25,1,gsm,100000,721,24.0,0.0,0.0,0.5,0.0,24.5,240000.0
2001,-102.9754440872151_20.651966032043,-103.20002290824499_20.945304610476846,3163,87,36.35632183908046,790.75,1,gsm,100000,3163,23.9,32.2,0.0,16.9,0.0,73.0,239000.0
2001,-104.77207465545413_21.071676463670826,-104.99665347648403_20.945304610476846,2233,87,25.666666666666668,558.25,1,gsm,100000,2233,23.9,0.0,20.4,0.3,0.0,44.6,239000.0
2001,-111.0602816442908_30.053487508684874,-111.28486046532069_29.858158417710026,2163,75,28.84,540.75,1,gsm,100000,2163,23.9,0.0,0.0,17.3,0.0,41.2,239000.0
2001,-97.13639474043822_19.639957238996963,-96.91181591940833_19.25824126810751,24160,88,274.54545454545456,6040.0,1,gsm,100000,24160,23.9,14.0,0.0,34.2,0.0,72.1,239000.0
2001,-100.28049823485654_20.31536009734494,-100.50507705588642_20.104045576200285,5283,87,60.72413793103448,1320.75,1,gsm,100000,5283,23.8,8.0,0.0,25.5,0.0,57.3,238000.0
2001,-101.08898199056412_20.56788388181208,-101.40339234000594_20.945304610476846,42583,87,489.4597701149425,10645.75,2,gsm,200000,42583,23.8,0.0,0.0,43.0,17.1,83.9,238000.0
2001,-102.7957810303912_23.152135326203435,-103.20002290824499_23.440275316683813,14428,84,171.76190476190476,3607.0,1,gsm,100000,14428,23.8,16.7,21.3,6.5,2.2,70.5,238000.0
2001,-92.91431290507646_18.02459368888261,-93.31855478293025_18.408052407294335,310020,90,3444.6666666666665,77505.0,8,gsm,800000,310020,23.8,77.0,56.6,59.3,48.7,265.4,238000.0
2001,-99.38218295073702_20.06242360245848,-99.6067617717669_20.104045576200285,53299,88,605.6704545454545,13324.75,2,gsm,200000,53299,23.8,9.4,26.0,34.4,0.0,93.6,238000.0
2001,-104.6822431270422_21.071676463670826,-104.99665347648403_20.945304610476846,355,87,4.080459770114943,88.75,1,gsm,100000,355,23.7,0.0,41.5,13.9,0.0,79.10000000000001,237000.0
2001,-105.13140076910196_21.907534568332167,-104.99665347648403_21.781862442026636,8420,86,97.90697674418604,2105.0,1,gsm,100000,8420,23.7,0.0,11.0,0.0,10.2,44.900000000000006,237000.0
2001,-106.02971605322148_23.234706690272183,-105.89496876060356_23.440275316683813,1789,84,21.297619047619047,447.25,1,gsm,100000,1789,23.7,0.0,0.0,21.4,0.0,45.1,237000.0
2001,-110.5212924738191_27.85279367098089,-110.38654518120116_27.494081813419797,96,68,1.411764705882353,24.0,1,gsm,100000,96,23.7,0.0,0.0,0.0,0.0,23.7,237000.0
2001,-100.1906667064446_25.93010841242947,-100.50507705588642_25.889022851998433,2410288,81,29756.64197530864,602572.0,61,gsm,6100000,2410288,23.6,8.0,31.7,50.9,10.3,124.5,236000.0
2001,-103.51443325768682_19.724540322063106,-103.20002290824499_20.104045576200285,44434,88,504.9318181818182,11108.5,2,gsm,200000,44434,23.6,9.5,9.5,34.9,0.0,77.5,236000.0
2001,-100.5499928200924_20.483755405236035,-100.50507705588642_20.104045576200285,19173,87,220.3793103448276,4793.25,1,gsm,100000,19173,23.5,6.7,0.0,35.4,19.0,84.6,235000.0
2001,-105.22123229751392_27.85279367098089,-104.99665347648403_27.494081813419797,3727,78,47.782051282051285,931.75,1,gsm,100000,3727,23.5,12.0,0.9,9.0,0.0,45.4,235000.0
2001,-96.68723709837846_18.79170102316482,-96.91181591940833_18.408052407294335,30974,89,348.0224719101124,7743.5,1,gsm,100000,30974,23.5,16.4,4.5,52.6,0.0,97.0,235000.0
2001,-99.83134059279678_19.978020459734232,-99.6067617717669_20.104045576200285,20589,88,233.9659090909091,5147.25,1,gsm,100000,20589,23.5,7.5,8.0,52.9,23.9,115.8,235000.0
2001,-103.33477020086292_20.651966032043,-103.20002290824499_20.945304610476846,720578,87,8282.505747126437,180144.5,19,gsm,1900000,720578,23.4,131.3,138.3,152.7,10.3,456.0,234000.0
2001,-104.59241159863024_26.895541683016987,-104.99665347648403_26.694378202546382,2,79,0.0253164556962025,0.5,1,gsm,100000,2,23.4,12.3,0.0,0.0,0.0,35.7,234000.0
2001,-106.11954758163344_28.644112654258493,-105.89496876060356_28.288018668890736,223945,77,2908.3766233766232,55986.25,6,gsm,600000,223945,23.4,103.2,146.0,135.7,23.0,431.3,234000.0
2001,-108.6348303771681_25.687495726925793,-108.58991461296212_25.889022851998433,32650,81,403.0864197530864,8162.5,1,gsm,100000,32650,23.4,0.0,0.0,35.5,0.0,58.9,234000.0
2001,-95.51942722902308_18.19535640646759,-95.11518535116929_18.408052407294335,930,90,10.333333333333334,232.5,1,gsm,100000,930,23.4,27.0,0.0,21.0,0.0,71.4,234000.0
2001,-99.65167753597288_16.996584219749444,-99.6067617717669_16.69518720754164,3272,91,35.95604395604396,818.0,1,gsm,100000,3272,23.4,0.0,0.0,16.2,0.0,39.6,234000.0
2001,-104.77207465545413_21.155477408046544,-104.99665347648403_20.945304610476846,89,87,1.0229885057471264,22.25,1,gsm,100000,89,23.3,0.0,12.7,0.0,0.0,36.0,233000.0
2001,-97.85504696773384_18.961701137971993,-97.81013120352786_19.25824126810751,66004,89,741.6179775280899,16501.0,2,gsm,200000,66004,23.3,34.9,3.8,59.2,0.0,121.2,233000.0
2001,-98.93302530867726_21.907534568332167,-98.70844648764738_21.781862442026636,2252,86,26.186046511627907,563.0,1,gsm,100000,2252,23.3,23.4,0.0,0.0,0.0,46.7,233000.0
2001,-99.83134059279678_16.824689990463227,-99.6067617717669_16.69518720754164,163823,70,2340.328571428572,40955.75,5,gsm,500000,163823,23.3,61.5,3.7,43.9,0.0,132.4,233000.0
2001,-101.35847657579998_20.98782826745112,-101.40339234000594_20.945304610476846,17200,87,197.70114942528733,4300.0,1,gsm,100000,17200,23.2,12.8,10.8,38.8,18.1,103.7,232000.0
2001,-105.22123229751392_27.773339995870302,-104.99665347648403_27.494081813419797,1100,78,14.102564102564102,275.0,1,gsm,100000,1100,23.2,13.7,1.2,0.0,0.0,38.1,232000.0
2001,-100.9093189337402_28.24918717747822,-100.50507705588642_28.288018668890736,137,77,1.7792207792207793,34.25,1,gsm,100000,137,23.1,0.0,0.0,9.4,0.0,32.5,231000.0
2001,-100.9093189337402_28.328290144155623,-100.50507705588642_28.288018668890736,5659,77,73.49350649350649,1414.75,1,gsm,100000,5659,23.1,6.7,0.0,30.5,24.4,84.69999999999999,231000.0
2001,-101.80763421785971_21.071676463670826,-101.40339234000594_20.945304610476846,33511,87,385.183908045977,8377.75,1,gsm,100000,33511,23.1,25.5,11.5,63.0,0.0,123.1,231000.0
2001,-103.33477020086292_20.399580758267938,-103.20002290824499_20.104045576200285,44293,87,509.1149425287357,11073.25,2,gsm,200000,44293,23.1,28.0,0.0,18.0,0.0,69.1,231000.0
2001,-105.40089535433782_28.170025488556703,-104.99665347648403_28.288018668890736,23164,77,300.83116883116884,5791.0,1,gsm,100000,23164,23.1,0.0,42.6,19.4,0.0,85.1,231000.0
2001,-95.16010111537528_16.566556429843892,-95.11518535116929_16.69518720754164,2432,91,26.725274725274726,608.0,1,gsm,100000,2432,23.1,5.4,11.2,26.9,0.0,66.6,231000.0
2001,-95.78892181425894_18.365952003926687,-96.0135006352888_18.408052407294335,51832,90,575.9111111111112,12958.0,2,gsm,200000,51832,23.1,16.3,23.6,26.2,0.0,89.2,231000.0
2001,-102.70594950197923_22.986839990812282,-102.30170762412546_22.613568031756117,27242,84,324.3095238095238,6810.5,1,gsm,100000,27242,23.0,3.5,22.6,12.3,0.9,62.3,230000.0
2001,-95.42959570061112_18.109995853199123,-95.11518535116929_18.408052407294335,2017,90,22.41111111111111,504.25,1,gsm,100000,2017,23.0,0.0,0.0,40.5,0.0,63.5,230000.0
2001,-98.3042046097936_19.131528127403627,-98.70844648764738_19.25824126810751,124419,89,1397.9662921348315,31104.75,4,gsm,400000,124419,23.0,7.9,25.8,35.0,12.1,103.8,230000.0
2001,-99.20251989391312_18.79170102316482,-99.6067617717669_18.408052407294335,116900,89,1313.4831460674156,29225.0,3,gsm,300000,116900,23.0,35.4,12.2,63.2,0.0,133.8,230000.0
2001,-100.63982434850435_21.40659520719035,-100.50507705588642_21.781862442026636,4898,86,56.95348837209303,1224.5,1,gsm,100000,4898,22.9,0.0,0.0,7.0,0.0,29.9,229000.0
2001,-100.1906667064446_25.849292740029377,-100.50507705588642_25.889022851998433,460620,81,5686.666666666667,115155.0,12,gsm,1200000,460620,22.9,10.9,18.8,54.8,8.2,115.6,229000.0
2001,-103.69409631451072_20.56788388181208,-104.09833819236451_20.945304610476846,8548,87,98.2528735632184,2137.0,1,gsm,100000,8548,22.9,0.0,17.5,0.0,0.0,40.4,229000.0
2001,-103.78392784292268_25.119479734271003,-104.09833819236451_25.078136039742063,1997,82,24.353658536585368,499.25,1,gsm,100000,1997,22.9,34.2,0.0,5.5,0.0,62.6,229000.0
2001,-111.15011317270276_29.975702594893676,-111.28486046532069_29.858158417710026,4,75,0.0533333333333333,1.0,1,gsm,100000,4,22.9,0.0,0.0,0.0,0.0,22.9,229000.0
2001,-100.10083517803264_26.333353532323734,-100.50507705588642_26.694378202546382,72,80,0.9,18.0,1,gsm,100000,72,22.8,15.8,6.9,0.0,0.0,45.5,228000.0
2001,-106.29921063845734_23.317226998408007,-105.89496876060356_23.440275316683813,1408,84,16.761904761904763,352.0,1,gsm,100000,1408,22.8,0.0,14.6,14.3,0.0,51.7,228000.0
2001,-116.8993309910677_32.054197227634276,-116.6747521700378_32.16754498931748,1117,22,50.77272727272727,279.25,1,gsm,100000,1117,22.8,0.0,0.0,15.0,0.0,37.8,228000.0
2001,-96.86690015520236_17.168320960941635,-96.91181591940833_17.55364439805181,20935,91,230.05494505494505,5233.75,1,gsm,100000,20935,22.8,0.0,7.5,20.6,0.0,50.900000000000006,228000.0
2001,-110.97045011587883_28.090805185022827,-111.28486046532069_28.288018668890736,11,78,0.141025641025641,2.75,1,gsm,100000,11,22.7,0.0,0.0,0.0,0.0,22.7,227000.0
2001,-100.99915046215216_21.824165695582103,-101.40339234000594_21.781862442026636,5207,86,60.54651162790697,1301.75,1,gsm,100000,5207,22.6,5.2,16.4,25.8,4.9,74.9,226000.0
2001,-107.73651509304855_24.875229762108027,-107.6915993288426_25.078136039742063,1166,82,14.21951219512195,291.5,1,gsm,100000,1166,22.6,0.0,0.0,21.0,0.0,43.6,226000.0
2001,-110.8806185874669_28.01152637503609,-111.28486046532069_28.288018668890736,3104,78,39.7948717948718,776.0,1,gsm,100000,3104,22.6,0.0,11.7,19.5,0.0,53.8,226000.0
2001,-110.8806185874669_30.9050714690882,-111.28486046532069_30.634157640604073,511,73,7.0,127.75,1,gsm,100000,511,22.6,0.0,0.0,0.0,0.0,22.6,226000.0
2001,-97.22622626885018_19.555329571527224,-96.91181591940833_19.25824126810751,55047,88,625.5340909090909,13761.75,2,gsm,200000,55047,22.6,20.7,9.8,15.5,0.0,68.6,226000.0
2001,-98.8431937802653_19.893572092467096,-98.70844648764738_20.104045576200285,16305,88,185.2840909090909,4076.25,1,gsm,100000,16305,22.6,0.0,23.0,42.1,10.7,98.4,226000.0
2001,-103.87375937133461_26.333353532323734,-104.09833819236451_26.694378202546382,30,80,0.375,7.5,1,gsm,100000,30,22.5,0.7,0.0,0.0,0.0,23.2,225000.0
2001,-108.09584120669638_25.363242501952417,-107.6915993288426_25.078136039742063,4368,81,53.92592592592592,1092.0,1,gsm,100000,4368,22.5,0.0,10.6,3.0,0.0,36.1,225000.0
2001,-98.4838676666175_19.47065748087565,-98.70844648764738_19.25824126810751,9114,88,103.5681818181818,2278.5,1,gsm,100000,9114,22.5,0.0,34.7,3.5,15.7,76.4,225000.0
2001,-104.59241159863024_21.071676463670826,-104.99665347648403_20.945304610476846,3061,87,35.18390804597701,765.25,1,gsm,100000,3061,22.4,0.0,9.5,5.3,14.1,51.3,224000.0
2001,-110.97045011587883_29.507716399768807,-111.28486046532069_29.858158417710026,70,75,0.9333333333333332,17.5,1,gsm,100000,70,22.4,0.0,0.0,0.0,0.0,22.4,224000.0
2001,-99.11268836550116_19.639957238996963,-98.70844648764738_19.25824126810751,747871,88,8498.53409090909,186967.75,19,gsm,1900000,747871,22.4,0.0,108.3,142.8,21.8,295.3,224000.0
2001,-99.47201447914898_17.254129836601564,-99.6067617717669_17.55364439805181,13994,91,153.78021978021977,3498.5,1,gsm,100000,13994,22.4,29.7,0.0,0.9,0.0,52.99999999999999,224000.0
2001,-102.7957810303912_20.736001700460776,-103.20002290824499_20.945304610476846,2287,87,26.28735632183908,571.75,1,gsm,100000,2287,22.3,10.0,4.8,19.2,0.0,56.3,223000.0
2001,-106.3890421668693_30.131211370178782,-106.79328404472308_29.858158417710026,6,75,0.08,1.5,1,gsm,100000,6,22.3,0.0,0.0,0.0,0.0,22.3,223000.0
2001,-110.16196636017128_27.61425855083609,-110.38654518120116_27.494081813419797,285,78,3.6538461538461537,71.25,1,gsm,100000,285,22.3,0.0,0.0,0.0,0.0,22.3,223000.0
2001,-110.97045011587883_31.13602330248053,-111.28486046532069_31.403982741497032,5534,73,75.8082191780822,1383.5,1,gsm,100000,5534,22.3,0.0,6.2,5.5,0.0,34.0,223000.0
2001,-111.0602816442908_29.897856724325163,-111.28486046532069_29.858158417710026,6,75,0.08,1.5,1,gsm,100000,6,22.2,0.0,0.0,0.0,0.0,22.2,222000.0
2001,-96.7770686267904_19.47065748087565,-96.91181591940833_19.25824126810751,18067,88,205.3068181818182,4516.75,1,gsm,100000,18067,22.2,0.0,10.9,40.9,35.4,109.4,222000.0
2001,-111.15011317270276_29.897856724325163,-111.28486046532069_29.858158417710026,2,75,0.0266666666666666,0.5,1,gsm,100000,2,22.1,0.0,0.0,0.0,0.0,22.1,221000.0
2001,-97.13639474043822_20.31536009734494,-96.91181591940833_20.104045576200285,6246,87,71.79310344827586,1561.5,1,gsm,100000,6246,22.1,20.1,23.2,3.0,0.0,68.4,221000.0
2001,-99.74150906438481_27.13562950119585,-99.6067617717669_27.494081813419797,0,79,0.0,0.0,0,gsm,0,0,22.1,11.1,0.0,0.0,0.0,33.2,221000.0
2001,-98.93302530867726_19.724540322063106,-98.70844648764738_20.104045576200285,115894,88,1316.9772727272727,28973.5,3,gsm,300000,115894,22.0,8.7,23.5,23.4,17.2,94.8,220000.0
2001,-99.83134059279678_19.80907865997758,-99.6067617717669_20.104045576200285,49257,88,559.7386363636364,12314.25,2,gsm,200000,49257,22.0,11.1,7.1,37.2,40.2,117.6,220000.0
2001,-99.38218295073702_21.907534568332167,-99.6067617717669_21.781862442026636,7318,86,85.09302325581395,1829.5,1,gsm,100000,7318,22.0,21.6,12.1,33.3,0.0,89.0,220000.0
2001,-101.62797116103582_19.893572092467096,-101.40339234000594_20.104045576200285,2733,88,31.056818181818183,683.25,1,gsm,100000,2733,21.9,0.0,0.0,30.4,0.0,52.3,219000.0
2001,-103.51443325768682_20.31536009734494,-103.20002290824499_20.104045576200285,6716,87,77.19540229885058,1679.0,1,gsm,100000,6716,21.9,28.9,0.0,7.3,0.0,58.1,219000.0
2001,-106.02971605322148_23.152135326203435,-105.89496876060356_23.440275316683813,1025,84,12.202380952380953,256.25,1,gsm,100000,1025,21.9,0.0,0.0,4.4,18.5,44.8,219000.0
2001,-110.97045011587883_29.429506823858794,-111.28486046532069_29.07607902640035,64,76,0.8421052631578947,16.0,1,gsm,100000,64,21.9,0.0,0.0,0.0,0.0,21.9,219000.0
2001,-111.68910234317447_30.67356102272396,-111.28486046532069_30.634157640604073,1,74,0.0135135135135135,0.25,1,gsm,100000,1,21.9,0.0,0.0,0.0,0.0,21.9,219000.0
2001,-111.0602816442908_30.286475556817294,-111.28486046532069_30.634157640604073,6,74,0.081081081081081,1.5,1,gsm,100000,6,21.9,0.0,0.0,0.0,0.0,21.9,219000.0
2001,-88.87189412653862_20.81999073208341,-88.82697836233264_20.945304610476846,322,87,3.701149425287357,80.5,1,gsm,100000,322,21.9,0.0,0.0,17.3,0.0,39.2,219000.0
2001,-97.49572085408602_20.81999073208341,-97.81013120352786_20.945304610476846,5240,87,60.22988505747127,1310.0,1,gsm,100000,5240,21.9,6.2,0.0,23.8,0.0,51.9,219000.0
2001,-100.10083517803264_20.31536009734494,-100.50507705588642_20.104045576200285,7315,87,84.08045977011494,1828.75,1,gsm,100000,7315,21.8,12.8,6.8,26.9,0.0,68.3,218000.0
2001,-103.69409631451072_19.216376289129798,-104.09833819236451_19.25824126810751,155857,89,1751.202247191011,38964.25,4,gsm,400000,155857,21.8,50.3,31.1,132.0,1.1,236.3,218000.0
2001,-105.13140076910196_27.61425855083609,-104.99665347648403_27.494081813419797,1600,78,20.512820512820515,400.0,1,gsm,100000,1600,21.8,0.0,0.0,13.5,5.1,40.4,218000.0
2001,-100.9093189337402_19.893572092467096,-100.50507705588642_20.104045576200285,5071,88,57.625,1267.75,1,gsm,100000,5071,21.7,12.9,0.0,1.7,0.0,36.3,217000.0
2001,-96.86690015520236_16.049254853895768,-96.91181591940833_15.832855234207418,2516,92,27.347826086956523,629.0,1,gsm,100000,2516,21.6,0.0,13.8,0.0,0.0,35.400000000000006,216000.0
2001,-97.49572085408602_18.536379133934524,-97.81013120352786_18.408052407294335,21260,89,238.87640449438203,5315.0,1,gsm,100000,21260,21.6,12.2,14.1,0.0,0.0,47.9,216000.0
2001,-98.93302530867726_18.79170102316482,-98.70844648764738_18.408052407294335,154997,89,1741.5393258426966,38749.25,4,gsm,400000,154997,21.6,24.8,0.0,57.7,0.0,104.1,216000.0
2001,-99.47201447914898_19.38594112873661,-99.6067617717669_19.25824126810751,92653,89,1041.0449438202247,23163.25,3,gsm,300000,92653,21.6,33.2,30.7,21.7,0.0,107.2,216000.0
2001,-100.1906667064446_25.76842180371728,-100.50507705588642_25.889022851998433,368040,81,4543.703703703704,92010.0,10,gsm,1000000,368040,21.5,53.4,73.1,154.8,23.4,326.2,215000.0
2001,-95.78892181425894_18.280675179591228,-96.0135006352888_18.408052407294335,1959,90,21.766666666666666,489.75,1,gsm,100000,1959,21.5,0.0,28.8,34.8,0.0,85.1,215000.0
2001,-96.86690015520236_17.254129836601564,-96.91181591940833_17.55364439805181,32486,91,356.989010989011,8121.5,1,gsm,100000,32486,21.5,19.4,0.0,38.3,0.0,79.19999999999999,215000.0
2001,-104.5025800702183_24.221541165812983,-104.09833819236451_24.261843284963483,2215,83,26.686746987951807,553.75,1,gsm,100000,2215,21.4,15.7,0.0,1.5,0.0,38.6,214000.0
2001,-111.0602816442908_30.20887408437997,-111.28486046532069_29.858158417710026,185,74,2.5,46.25,1,gsm,100000,185,21.4,0.0,0.0,3.3,0.0,24.7,214000.0
2001,-99.29235142232508_19.80907865997758,-99.6067617717669_20.104045576200285,34234,88,389.02272727272725,8558.5,1,gsm,100000,34234,21.4,0.0,7.7,31.5,0.5,61.1,214000.0
2001,-104.05342242815854_20.903932972415895,-104.09833819236451_20.945304610476846,3299,87,37.91954022988506,824.75,1,gsm,100000,3299,21.3,2.3,0.0,33.1,8.2,64.9,213000.0
2001,-111.0602816442908_28.24918717747822,-111.28486046532069_28.288018668890736,1,77,0.0129870129870129,0.25,1,gsm,100000,1,21.3,0.0,0.0,0.0,0.0,21.3,213000.0
2001,-97.40588932567408_18.45118671128534,-97.81013120352786_18.408052407294335,263525,90,2928.055555555556,65881.25,7,gsm,700000,263525,21.3,59.5,52.9,14.4,0.0,148.1,213000.0
2001,-99.11268836550116_19.04663635567089,-98.70844648764738_19.25824126810751,3142,89,35.30337078651685,785.5,1,gsm,100000,3142,21.3,0.0,0.0,6.3,0.0,27.6,213000.0
2001,-100.99915046215216_20.56788388181208,-101.40339234000594_20.945304610476846,18881,87,217.02298850574712,4720.25,1,gsm,100000,18881,21.2,0.0,15.9,33.1,0.0,70.2,212000.0
2001,-102.7957810303912_20.399580758267938,-103.20002290824499_20.104045576200285,31041,87,356.7931034482759,7760.25,1,gsm,100000,31041,21.2,13.5,0.0,30.2,40.2,105.1,212000.0
2001,-110.97045011587883_28.644112654258493,-111.28486046532069_28.288018668890736,1,77,0.0129870129870129,0.25,1,gsm,100000,1,21.2,0.0,0.0,0.0,0.0,21.2,212000.0
2001,-111.77893387158642_30.67356102272396,-112.18317574944021_30.634157640604073,510,74,6.891891891891892,127.5,1,gsm,100000,510,21.2,0.0,0.0,0.0,3.6,24.8,212000.0
2001,-116.8993309910677_32.13030191442742,-116.6747521700378_32.16754498931748,1842,29,63.51724137931034,460.5,1,gsm,100000,1842,21.2,0.0,0.0,0.0,14.9,36.1,212000.0
2001,-99.92117212120874_26.574629652018167,-99.6067617717669_26.694378202546382,9,80,0.1125,2.25,1,gsm,100000,9,21.2,0.0,10.5,0.0,0.0,31.7,212000.0
2001,-99.56184600756092_27.45494572067861,-99.6067617717669_27.494081813419797,185014,78,2371.974358974359,46253.5,5,gsm,500000,185014,21.2,56.4,56.8,105.4,34.1,273.9,212000.0
2001,-105.31106382592586_22.157348066763056,-104.99665347648403_21.781862442026636,2242,85,26.376470588235293,560.5,1,gsm,100000,2242,21.1,0.0,0.0,11.4,0.0,32.5,211000.0
2001,-107.1076943941649_24.139591567151705,-106.79328404472308_24.261843284963483,2246,80,28.075,561.5,1,gsm,100000,2246,21.1,0.0,0.0,43.1,0.0,64.2,211000.0
2001,-111.32977622952666_30.596267157841,-111.28486046532069_30.634157640604073,5,74,0.0675675675675675,1.25,1,gsm,100000,5,21.1,0.0,0.0,0.0,0.0,21.1,211000.0
2001,-110.8806185874669_30.67356102272396,-111.28486046532069_30.634157640604073,1935,74,26.14864864864865,483.75,1,gsm,100000,1935,21.1,2.8,0.0,11.6,0.0,35.5,211000.0
2001,-97.76521543932188_21.65728227791886,-97.81013120352786_21.781862442026636,363,86,4.22093023255814,90.75,1,gsm,100000,363,21.1,0.0,16.5,23.7,0.0,61.3,211000.0
2001,-99.11268836550116_19.131528127403627,-98.70844648764738_19.25824126810751,1489,89,16.730337078651687,372.25,1,gsm,100000,1489,21.1,0.0,0.0,0.0,0.0,21.1,211000.0
2001,-108.9941564908159_26.413835058545235,-108.58991461296212_26.694378202546382,2385,80,29.8125,596.25,1,gsm,100000,2385,21.0,0.0,0.0,0.3,0.0,21.3,210000.0
2001,-116.27051029218401_32.50987222650548,-116.6747521700378_32.16754498931748,8596,71,121.07042253521126,2149.0,1,gsm,100000,8596,21.0,0.0,0.0,16.7,11.5,49.2,210000.0
2001,-96.86690015520236_15.876519723377672,-96.91181591940833_15.832855234207418,1388,92,15.08695652173913,347.0,1,gsm,100000,1388,21.0,0.0,9.4,64.5,0.0,94.9,210000.0
2001,-107.73651509304855_25.038117040038248,-107.6915993288426_25.078136039742063,4487,82,54.71951219512195,1121.75,1,gsm,100000,4487,20.9,0.0,15.2,21.7,0.0,57.8,209000.0
2001,-116.8993309910677_31.978029188272785,-116.6747521700378_32.16754498931748,125,2,62.5,31.25,1,gsm,100000,125,20.9,0.0,0.0,14.5,0.0,35.4,209000.0
2001,-95.51942722902308_18.109995853199123,-95.11518535116929_18.408052407294335,1265,90,14.055555555555555,316.25,1,gsm,100000,1265,20.9,21.5,0.0,17.4,0.0,59.8,209000.0
2001,-98.8431937802653_25.849292740029377,-98.70844648764738_25.889022851998433,18,81,0.2222222222222222,4.5,1,gsm,100000,18,20.9,15.4,0.0,0.0,0.0,36.3,209000.0
2001,-100.81948740532826_25.20078829432483,-100.50507705588642_25.078136039742063,2411,82,29.402439024390244,602.75,1,gsm,100000,2411,20.8,22.5,0.0,24.5,0.0,67.8,208000.0
2001,-100.7296558769163_25.687495726925793,-100.50507705588642_25.889022851998433,7262,81,89.65432098765432,1815.5,1,gsm,100000,7262,20.8,0.0,16.9,4.7,45.1,87.5,208000.0
2001,-106.5687052236932_30.36401569354365,-106.79328404472308_30.634157640604073,0,74,0.0,0.0,0,gsm,0,0,20.8,0.0,0.0,0.0,0.0,20.8,208000.0
2001,-110.43146094540714_27.85279367098089,-110.38654518120116_27.494081813419797,39,78,0.5,9.75,1,gsm,100000,39,20.8,0.0,0.0,0.0,0.0,20.8,208000.0
2001,-100.46016129168045_23.069513046210616,-100.50507705588642_23.440275316683813,190,84,2.261904761904762,47.5,1,gsm,100000,190,20.7,0.0,0.0,7.9,0.0,28.6,207000.0
2001,-101.17881351897606_21.907534568332167,-101.40339234000594_21.781862442026636,606,86,7.046511627906977,151.5,1,gsm,100000,606,20.7,0.0,0.0,19.0,0.0,39.7,207000.0
2001,-99.74150906438481_19.639957238996963,-99.6067617717669_19.25824126810751,23728,88,269.6363636363636,5932.0,1,gsm,100000,23728,20.7,11.6,32.9,1.0,0.0,66.19999999999999,207000.0
2001,-100.01100364962068_19.893572092467096,-99.6067617717669_20.104045576200285,29176,88,331.54545454545456,7294.0,1,gsm,100000,29176,20.7,0.0,23.4,36.2,0.0,80.3,207000.0
