id_lower,year,radio,population,users,attractiveness,cells_to_build
-103.33477020086292_26.252816012613508,,,1,0,0.0,0
-103.15510714403902_26.091573474384994,,,0,0,0.0,0
-103.15510714403902_26.172222619697713,,,11,2,0.0,0
-103.06527561562706_26.172222619697713,,,27,6,0.0,0
-102.88561255880316_25.525478648254804,,,26,6,0.0,0
-102.88561255880316_25.849292740029377,,,12,3,0.0,0
-102.88561255880316_25.93010841242947,,,0,0,0.0,0
-102.7957810303912_25.606514633611518,,,18,4,0.0,0
-102.7957810303912_25.93010841242947,,,0,0,0.0,0
-102.7957810303912_26.01086869800926,,,0,0,0.0,0
-103.42460172927488_26.65494248133258,,,0,0,0.0,0
-103.42460172927488_26.735198841284596,,,0,0,0.0,0
-103.42460172927488_26.815398614221458,,,0,0,0.0,0
-103.33477020086292_26.333353532323734,,,0,0,0.0,0
-103.33477020086292_26.413835058545235,,,0,0,0.0,0
-103.33477020086292_26.494260471520562,,,0,0,0.0,0
-103.33477020086292_26.574629652018167,,,0,0,0.0,0
-103.33477020086292_26.65494248133258,,,0,0,0.0,0
-103.33477020086292_26.815398614221458,,,0,0,0.0,0
-103.33477020086292_26.895541683016987,,,1,0,0.0,0
-103.33477020086292_26.975627931071763,,,8,2,0.0,0
-103.24493867245096_26.735198841284596,,,2,0,0.0,0
-103.24493867245096_26.815398614221458,,,0,0,0.0,0
-103.15510714403902_26.574629652018167,,,11,2,0.0,0
-103.15510714403902_26.65494248133258,,,4,1,0.0,0
-103.15510714403902_26.735198841284596,,,1,0,0.0,0
-103.06527561562706_26.333353532323734,,,2,0,0.0,0
-103.06527561562706_26.413835058545235,,,1,0,0.0,0
-102.88561255880316_26.494260471520562,,,4,1,0.0,0
-102.7957810303912_26.494260471520562,,,1,0,0.0,0
-103.60426478609878_27.375202816142718,,,3,0,0.0,0
